id,question,expected,model_prediction,bert_P,bert_R,bert_F1
Q25,What documents do I need for the Erasmus+ financial support application?,"The required documents include a Letter of Acceptance, Learning Agreement, copy or photo of a Slovenian bank card, certificate of enrollment for 2026/27, and supporting documents for additional grants if applicable. OLS language assessment results may also be uploaded if completed.","The application requires a Letter of Acceptance, a Learning Agreement, proof of sufficient financial resources, and proof of health insurance. You can also access or complete the Online Learning Agreement (OLA) through the university’s online application.  Please check https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp for more details.",0.4843,0.5848,0.5299
Q26,Can an email from the host university count as a Letter of Acceptance?,"Yes. The Letter of Acceptance may be an official letter, an email confirming acceptance, or a fully signed Learning Agreement, depending on the instructions.","Yes, an email confirming acceptance can be used as a Letter of Acceptance. However, it’s best to also have a formal acceptance letter if possible.",0.6012,0.6044,0.6028
Q27,What if I cannot get the host coordinator’s signature on the Learning Agreement before the application deadline?,The student may temporarily upload a Learning Agreement signed only by the student and the home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.,"If the host institution coordinator cannot sign the Learning Agreement before the application deadline, the student may temporarily upload a Learning Agreement signed only by the student and home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.",0.8368,0.95,0.8898
Q28,Can Erasmus+ payments be made to any bank account?,No. Payments can only be made to bank accounts opened in the Republic of Slovenia.,Payments can only be made to bank accounts opened in the Republic of Slovenia. I don’t have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.5394,0.8418,0.6575
Q29,What happens after I submit the complete Erasmus+ financial support application?,"After the application is complete and all required documents are uploaded, the student receives the Erasmus+ Grant Agreement by email with signing instructions.","After the financial support application is complete and all required attachments are uploaded, the student receives the Erasmus+ Grant Agreement by email.",0.901,0.8905,0.8957
Q30,How do I sign the Erasmus+ Grant Agreement?,The agreement normally has to be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure.,The agreement must normally be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure. The University of Ljubljana then digitally signs the agreement.,0.7816,0.944,0.8552
Q31,What if I cannot obtain a qualified digital signature?,"Only in justified exceptional cases, the student may use the old procedure: print the agreement, sign it by hand, and send it by post to the University of Ljubljana.","Only in exceptional cases, if a student cannot obtain a digital signature for justified reasons, the agreement may be printed, signed by hand, and sent by post to the University of Ljubljana.",0.7885,0.8004,0.7944
Q32,How is the Erasmus+ scholarship paid?,"The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of mobility.","The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities, and 80% of standard travel support. The remaining funds are paid after successful completion of the Erasmus+ exchange. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.7265,0.9149,0.8099
Q33,When is the first Erasmus+ payment transferred?,"After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.","After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.",1.0,1.0,1.0
Q34,What is the monthly Erasmus+ grant for Group 1 countries in 2026/27?,"The monthly grant for Group 1 high-cost countries is 674 EUR. This group includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Ireland, Italy, Liechtenstein, Luxembourg, the Netherlands, Norway, and Sweden.","The monthly Erasmus+ financial support depends on the host country group. For Group 1 countries, the amount is 674 EUR per month.",0.5976,0.4403,0.5071
Q35,What is the monthly Erasmus+ grant for Group 2 countries in 2026/27?,"The monthly grant for Group 2 medium-cost countries is 606 EUR. This group includes Cyprus, Czech Republic, Estonia, Greece, Latvia, Malta, Portugal, Slovakia, and Spain.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.3765,0.3167,0.344
Q36,What is the monthly Erasmus+ grant for Group 3 countries in 2026/27?,"The monthly grant for Group 3 lower-cost countries is 550 EUR. This group includes Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey.",550 EUR per month.,0.6415,0.3295,0.4354
Q37,Can students with fewer opportunities receive extra Erasmus+ funding?,Yes. Eligible students with fewer opportunities may receive an additional grant of 250 EUR per month if they meet the criteria and upload the required supporting documents when submitting the financial support application.,"Yes, students who meet the eligibility criteria can receive an additional grant of 250 EUR per month if they upload the required supporting documents when applying for Erasmus+ financial support.",0.8044,0.8088,0.8066
Q38,Can I submit documents for the additional grant for fewer opportunities later?,No. The supporting document for the additional grant must be uploaded when submitting the Erasmus+ financial support application. Later submission is not possible.,Late applications are not considered for the additional grant for students with fewer opportunities. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.4778,0.5423,0.508
Q39,What are some examples of eligibility for the additional grant for fewer opportunities?,"A student may be eligible if they have special needs status, special student status, relevant CSD/ZZZS/ZRSŠ/ZPIZ documentation, come from a single-parent or foster family, are a parent of a child under 26, have international protection in Slovenia, or are a member of the Roma community.","Students may be eligible if they:

*   have the status of a student with special needs;
*   have a special student status, such as categorized athlete, recognized artist or cultural worker, participant in international competitions, or parent;
*   or if the student or a family member in the same household has an eligible decision issued by CSD, ZZZS, ZRSŠ, or ZPIZ;
*   come from a single-parent family;
*   are a parent of a child under 26 years of age;
*   come from a foster family.",0.6693,0.7602,0.7119
Q40,What if my name is not on the document proving eligibility for the fewer opportunities grant?,"If the student’s name is not listed on the decision or document, they must attach proof that they live in the same household as the person named in the document.","If the student’s name is not listed on the supporting decision, they must attach proof that they live in the same household as the person named in the decision.",0.9486,0.9348,0.9416
Q41,Can non-Slovenian students apply for the additional grant for fewer opportunities?,Yes. Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving a disadvantaged background according to comparable criteria.,Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving disadvantaged background according to comparable criteria.,0.9533,0.9041,0.9281
Q42,What is travel support?,"Travel support is Erasmus+ funding for travel costs. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated with the EU Distance Calculator, and on whether the travel is green or non-green.","Travel support is an entitlement for students. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated using the EU Distance Calculator. Non-green travel receives 28 EUR or 211 EUR depending on the distance, while green travel receives 56 EUR or 285 EUR respectively.",0.7036,0.7866,0.7428
Q43,What is the Erasmus+ travel support for 100–499 km?,"For 100–499 km, non-green travel support is 211 EUR and green travel support is 285 EUR.","For a distance of 100–499 km, non-green travel support is 211 EUR, and green travel support is 285 EUR.",0.8891,0.9528,0.9199
Q44,What is the Erasmus+ travel support for 500–1999 km?,"For 500–1999 km, non-green travel support is 309 EUR and green travel support is 417 EUR.","Non-green travel: 309 EUR, Green travel: 417 EUR. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.4859,0.6429,0.5535
Q45,What counts as green travel?,"Green travel means that more than 50% of the journey to and from the mobility destination is completed using low-emission transport such as bus, train, bicycle, or shared transport such as GoOpti.","Green travel means that the majority of the journey, more than 50% to and from the mobility destination, is completed using low-emission transport. This includes bus, train, bicycle, and other shared transport like GoOpti. Airplanes, motorcycles, cars (including carpooling), and boats are not considered green transport.",0.7322,0.8869,0.8022
Q46,Does carpooling count as green travel?,"No. Airplanes, motorcycles, cars including carpooling, and boats are not considered green means of transport in the provided guidance.","No, carpooling is not considered green transport. According to the document, “car, including carpooling” is explicitly listed as *not* being green transport.",0.571,0.5473,0.5589
Q47,How do I prove green travel?,"The student must provide appropriate documents such as tickets showing the travel date and route, receipts, and a declaration of honor. The travel dates must match the mobility dates confirmed in the certificate of duration.","You can prove green travel with tickets showing date and route, receipts, and a declaration of honor. The travel dates on these documents must match the mobility dates confirmed in the certificate of duration.",0.8331,0.8335,0.8333
Q48,Can I get funding for extra travel days if I travel green?,Yes. Students using green travel may request funding for up to 6 additional travel days if needed: up to 3 days for departure and up to 3 days for return.,"Yes, students using green travel may request funding for additional travel days, up to a maximum of 6 days – 3 days for departure and 3 days for return. This requires submitting appropriate documentation like tickets and receipts.",0.7155,0.8317,0.7693
Q49,What is the Erasmus+ Interrail Pass?,It is an Interrail Global Pass intended to encourage green transport for Erasmus+ participants. It is available as 4 or 6 travel days within a 6-month period.,"An Erasmus+ Interrail Global Pass is available in two options: 4 travel days within a 6-month period, or 6 travel days within a 6-month period.",0.7314,0.6547,0.6909
Q50,How long must an Erasmus+ exchange last?,"An Erasmus+ exchange must last at least 2 full months, or 60 days.","An Erasmus+ exchange must last at least 2 full months, meaning 60 days.",0.9457,0.9457,0.9457
Q51,What is the maximum length of an Erasmus+ exchange?,"An Erasmus+ exchange may last up to 12 months, although financial support is limited to 5 months for one-semester exchanges and 10 months for two-semester exchanges.",An Erasmus+ exchange may last up to 12 months.,0.8805,0.563,0.6868
Q52,How much financial support can I receive for one semester?,"The maximum Erasmus+ financial support for a one-semester exchange is limited to 5 months, or 150 days.","The monthly Erasmus+ financial support depends on the host country group. In Group 1 countries, you would receive 674 EUR per month, and in Group 2 countries, you would receive 606 EUR per month. However, if you have fewer opportunities, you could receive an additional 250 EUR per month. For a shorter exchange (less than 3 months), Erasmus+ financial support is limited to 3 months.",0.4706,0.6374,0.5414
Q53,How much financial support can I receive for a full-year exchange?,"The maximum Erasmus+ financial support for a two-semester exchange is limited to 10 months, or 300 days.","For a full academic year exchange, you must complete at least 40 ECTS credits abroad and have them recognized at your home institution. The monthly Erasmus+ financial support depends on the host country group – either 674 EUR per month in a high-cost country or 606 EUR per month in a medium-cost country. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.4009,0.5916,0.4779
Q54,Can I stay abroad longer than the funded period?,"Yes. A student may stay on mobility longer, up to the Erasmus+ maximum period, but without financial support beyond the funding limits.","Students may stay longer, up to 12 months, or up to 24 months for integrated study programs if they haven’t used Erasmus+ mobility at the current study level, but without financial support beyond the funding limits.",0.6384,0.7904,0.7064
Q55,What counts as the first day of Erasmus+ mobility?,"The first day is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.","The first day of mobility is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.",0.9676,0.9905,0.979
Q56,What counts as the last day of Erasmus+ mobility?,"The last day is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.","The last day of mobility is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.",0.9576,0.9852,0.9712
Q57,What is combined or blended mobility?,Combined or blended mobility means that physical mobility abroad is combined with a virtual mobility component. The virtual part is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,"Blended mobility combines a study period abroad with a virtual component at the receiving institution. It can be done before, during, or after a physical mobility to enhance learning outcomes.",0.5208,0.5088,0.5147
Q58,How long must I stay physically abroad in combined mobility to receive Erasmus+ funding?,"For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support and additional grants.","For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support.",0.983,0.9288,0.9551
Q59,Who is responsible for arranging accommodation?,The student is responsible for arranging accommodation. The University of Ljubljana is not responsible for housing issues.,Arranging accommodation is the responsibility of each student. The University of Ljubljana is not responsible for housing issues.,0.8463,0.8986,0.8717
Q60,What should I be careful about when searching for accommodation?,Students should be cautious because online accommodation scams are common. They should not transfer money in advance without verified information and without properly checking the accommodation.,Students should be cautious when searching for accommodation because online scams are common. You should not transfer money in advance without verified information and without properly checking the accommodation.,0.9144,0.9615,0.9373
Q61,Is OLS language assessment mandatory?,"In the UL financial support guidance, OLS is described as not mandatory but highly recommended. Some host universities may still require language proof, so students should follow the latest UL and host institution instructions.","The OLS language assessment is a prerequisite for mobility, but it is optional. It is highly recommended. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.5323,0.5441,0.5381
Q62,Can the host university require a language certificate?,"Yes. Some host universities may require proof of language proficiency or certificates such as IELTS, TOEFL, Cambridge, or equivalent documents.","Some universities may still require certificates (IELTS, TOEFL, Cambridge).",0.7782,0.6426,0.7039
Q63,What is the purpose of OLS?,"OLS, or Online Language Support, is designed to help Erasmus+ students improve their knowledge of the main language of instruction before and during their stay abroad.",OLS is not mandatory but is highly recommended.,0.5328,0.3697,0.4365
Q64,What rights do Erasmus+ students have before mobility?,"Before mobility, students are entitled to guidance on the application process, information about the receiving institution, information about recognition and grading systems, information about insurance, housing, visas if needed, and support for special needs.","You are entitled to receive guidance on the application process and information on the receiving institution/organisation, as well as on activities available for the mobility period abroad.",0.6354,0.5787,0.6057
Q65,What agreements must Erasmus+ students sign before mobility?,Students must sign a Grant Agreement with the sending institution and a Learning Agreement with the sending and receiving institutions.,You must sign a grant agreement with the sending institution and a learning agreement with the sending and receiving institutions.,0.9205,0.9205,0.9205
Q66,Do Erasmus+ students have to pay tuition fees at the host university?,"No. Erasmus+ students must not be charged tuition, registration, examination, laboratory, or library access fees during the mobility period.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.3542,0.3273,0.3402
Q67,Can the host institution charge any small fees?,"Yes. A student may be charged small fees on the same basis as local students, such as fees for insurance, student union membership, or study-related materials and equipment.","Students do NOT pay tuition, exams, or for lab/library usage. Possible small fees include insurance, student organizations, and materials.",0.6117,0.5769,0.5938
Q68,What rights do Erasmus+ students have during mobility?,"During mobility, students have the right to equal treatment, non-discrimination, academic freedom, access to mentors or buddy networks where available, information about student organizations and support services, and continuation of the same home-country student grants or loans.","You are entitled to equal and equitable access and opportunities under the Erasmus+ programme, as well as to fair, inclusive and transparent procedures at all stages of your mobility. You are also entitled to be treated equally to home students/employees and not be discriminated against on the basis of various factors such as age, ethnicity, gender, etc. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.4345,0.5006,0.4652
Q69,What duties do Erasmus+ students have during mobility?,"Students must respect the rules of the receiving institution and host country, follow codes of conduct, act responsibly, avoid behavior that poses health or safety risks, respect academic integrity, and perform their academic obligations to the best of their ability.","You are encouraged to share your mobility experience with friends, fellow students, staff in the home institution, journalists etc. to let other people know and benefit from it. Your sending and/or receiving institution may decide to end your mobility period abroad if you do not respect the Erasmus+ Charter.",0.4109,0.4312,0.4208
Q70,Can I request changes to the Learning Agreement during mobility?,Yes. Erasmus+ students can request changes to the Learning Agreement within the deadline decided by the sending and receiving institutions. The changes must be validated by the relevant parties.,"Yes, you are entitled to request changes to the learning agreement within the deadline decided by the sending and receiving institutions. You can initiate these changes within five weeks after the start of each semester, and requests should be agreed upon within two weeks following the request.",0.6705,0.7424,0.7046
Q71,When should I request an extension of mobility?,A request to extend the mobility period must be submitted at least one month before the end of the originally planned mobility period.,A request can be made by the student at the latest one month before the foreseen end date.,0.6153,0.5795,0.5969
Q72,What recognition am I entitled to after mobility?,"The student is entitled to full automatic academic recognition from the sending institution for activities successfully completed during mobility, as long as they are in accordance with the Learning Agreement.","The credits earned during your mobility period will be counted towards your degree, following the principles of the Council Recommendation on promoting automatic mutual recognition of higher education diplomas. You can either confirm automatic recognition or justify the reason for awarding an alternative recognition.",0.4557,0.4712,0.4633
Q73,When should the receiving institution issue the Transcript of Records?,"The receiving institution should issue the Transcript of Records, preferably in digital format, within five weeks of the publication of the student’s results.",The Receiving Institution should send a Transcript of Records to the student and the Sending Institution within a period stipulated in the Digital Inter-Institutional Agreement (normally within five weeks after publication/proclamation of the student’s results at the Receiving Institution).,0.5974,0.7439,0.6626
Q74,What must I do after Erasmus+ mobility?,"The student must submit required documentation via the UL portal and Studis, and complete the participant report providing feedback about the Erasmus+ mobility period.","You are encouraged to share your mobility experience with friends, fellow students, staff in the home institution, journalists etc. to let other people know and benefit from it. Also, please get in touch with your sending and/or receiving institution on what are the options available to you to make your Erasmus+ experience more environmentally friendly. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.3986,0.5214,0.4518
Q75,When must I submit documents after returning from Erasmus+?,"The student must submit documents as soon as they have all required documentation, no later than 3 months after the end of the exchange or before the end of the academic year in Studis.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.3622,0.3503,0.3561
Q76,Who can help me if I have problems during Erasmus+?,"The student can contact the coordinator at the host institution, the Erasmus mentor, the FRI coordinator, the UL international office, or FRI tutors.","You can contact the FRI Erasmus office via email at erasmus@fri.uni-lj.si or visit them during their office hours, which are Monday 10:00–11:00 (Zoom or in person). You can also contact Erika Bolcina at erika.bolcina@uni-lj.si for early information.",0.4227,0.5447,0.476
Q77,What is the FRI Erasmus contact email?,The FRI Erasmus contact email is erasmus@fri.uni-lj.si.,The FRI Erasmus office email is erasmus@fri.uni-lj.si.,0.9661,0.9708,0.9684
Q78,What are the FRI Erasmus office hours?,"The office hours are Monday from 10:00 to 11:00, online by Zoom or in office R3.03.",Monday 10:00–11:00 (Zoom or in person).,0.6082,0.4748,0.5333
Q79,What visa or residence rule should the assistant follow for Erasmus+ questions?,"The assistant should explain that visa and residence requirements depend on citizenship, destination country, mobility duration, and national legislation. Students should verify information with the host institution, embassy or consulate, official government immigration portals, and Erasmus+ guidance resources.","Visa, residence, and immigration requirements depend on your citizenship, destination country, mobility duration, and national legislation. Students should always verify requirements with official authorities, follow instructions from the host institution, and consult the relevant embassy or consulate before travel. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.6526,0.7467,0.6965
Q80,What residence rights do EU citizens have as students in another EU country?,"EU citizens generally have the right to live in another EU country for the duration of their studies if they are enrolled at an approved educational institution, have sufficient financial resources, and have comprehensive health insurance.","An EU citizen has the right to live in another EU country for the duration of their studies if they are enrolled at an approved educational institution, have sufficient financial resources to support themselves, and have comprehensive health insurance coverage. The host country cannot require the student to have income above the level needed for basic income support.",0.7537,0.9345,0.8344
Q81,Can an EU student be required to register residence immediately after arrival?,"During the first 3 months, the host country generally cannot require residence registration. After 3 months, it may require the student to register with local authorities and prove enrollment, health insurance, and sufficient resources.","Requirements depend on the student’s citizenship, the host country, duration of stay, and local immigration legislation. During the first 3 months of stay, the host country generally cannot require residence registration.",0.6874,0.6858,0.6866
Q82,What documents may an EU student need for residence registration after 3 months?,"The student may need proof of enrollment, proof of comprehensive health insurance, and a declaration of sufficient financial resources.","Residence registration forms are required. During the first 3 months of stay, the host country generally cannot require residence registration. You should also verify information with the host institution, official embassy or consulate websites, and official government immigration portals.",0.3898,0.4392,0.4131
Q83,What should non-EU students know about visa and residence requirements?,"Non-EU students may need a student visa, temporary residence permit, proof of enrollment, proof of accommodation, proof of financial means, and health insurance. Requirements depend on citizenship, host country, duration of stay, and local legislation.","Non-EU students participating in Erasmus+ mobility may require a student visa, temporary residence permit, proof of enrollment, proof of accommodation, proof of financial means, and health insurance. They may also need a declaration of sufficient financial resources. Non-EU students may need private health insurance or local insurance coverage, and some countries require registration upon arrival. Always verify information with the host institution, official embassy or consulate websites, and official government immigration portals. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.5969,0.8277,0.6936
Q84,When should non-EU students start visa or residence procedures?,They should start early because visa and residence procedures may take several weeks or months. They should follow host institution instructions and consult the relevant embassy or consulate.,Students are strongly advised to begin preparations early. Visa and residence procedures may take several weeks or months. It’s best to consult the relevant embassy or consulate.,0.7757,0.7788,0.7773
Q85,What official resource should non-EU students use for EU immigration information?,They should consult the EU Immigration Portal: https://home-affairs.ec.europa.eu/policies/migration-and-asylum/eu-immigration-portal_en,"Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving disadvantaged background according to comparable criteria. You should also consult the relevant embassy or consulate before travel. Additionally, you can find useful information on the EU Immigration Portal: https://home-affairs.ec.europa.eu/policies/migration-and-asylum/eu-immigration-portal_en and the Your Europe - Student Residence Rights in the EU page: https://europa.eu/youreurope/citizens/residence/residence-rights/students/index_en.htm.",0.5834,0.8568,0.6942
