id,question,expected,model_prediction,bert_P,bert_R,bert_F1
Q27,What if I cannot get the host coordinator’s signature on the Learning Agreement before the application deadline?,The student may temporarily upload a Learning Agreement signed only by the student and the home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.,"In such cases, you can temporarily upload a Learning Agreement signed only by the student and home coordinator. Then, the fully signed Learning Agreement must be uploaded within 15 days after the start of mobility.",0.9457,0.9616,0.9536
Q28,Can Erasmus+ payments be made to any bank account?,No. Payments can only be made to bank accounts opened in the Republic of Slovenia.,"No, payments can only be made to bank accounts opened in the Republic of Slovenia.",0.9882,0.9882,0.9882
Q29,What happens after I submit the complete Erasmus+ financial support application?,"After the application is complete and all required documents are uploaded, the student receives the Erasmus+ Grant Agreement by email with signing instructions.","After submitting the complete Erasmus+ financial support application, you will receive the Erasmus+ Grant Agreement by email. You must sign it using a qualified digital signature and upload it back into the Erasmus+ application at least 10 days before departure.",0.7906,0.8571,0.8225
Q30,How do I sign the Erasmus+ Grant Agreement?,The agreement normally has to be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure.,You must sign the Erasmus+ Grant Agreement using a qualified digital signature and upload it back into the Erasmus+ application at least 10 days before departure.,0.9274,0.9307,0.9291
Q31,What if I cannot obtain a qualified digital signature?,"Only in justified exceptional cases, the student may use the old procedure: print the agreement, sign it by hand, and send it by post to the University of Ljubljana.","In exceptional cases, where you cannot obtain a digital signature for justified reasons, you can print the agreement, sign it by hand, and send it by post to the University of Ljubljana.",0.8795,0.8958,0.8876
Q32,How is the Erasmus+ scholarship paid?,"The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of mobility.","The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of the Erasmus+ exchange.",0.9676,0.9752,0.9714
Q33,When is the first Erasmus+ payment transferred?,"After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.","The first payment is transferred within 30 days or before departure, whichever comes first, after the signed Grant Agreement is returned.",0.9335,0.8938,0.9132
Q34,What is the monthly Erasmus+ grant for Group 1 countries in 2026/27?,"The monthly grant for Group 1 high-cost countries is 674 EUR. This group includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Ireland, Italy, Liechtenstein, Luxembourg, the Netherlands, Norway, and Sweden.","According to the provided information, the monthly Erasmus+ grant amount for Group 1 countries in 2026/27 is 674 EUR per month.",0.7939,0.578,0.669
Q35,What is the monthly Erasmus+ grant for Group 2 countries in 2026/27?,"The monthly grant for Group 2 medium-cost countries is 606 EUR. This group includes Cyprus, Czech Republic, Estonia, Greece, Latvia, Malta, Portugal, Slovakia, and Spain.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.662,0.5279,0.5874
Q36,What is the monthly Erasmus+ grant for Group 3 countries in 2026/27?,"The monthly grant for Group 3 lower-cost countries is 550 EUR. This group includes Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey.","The monthly Erasmus+ grant for Group 3 countries (Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, Turkey) in 2026/27 is 550 EUR per month.",0.894,0.9152,0.9045
Q37,Can students with fewer opportunities receive extra Erasmus+ funding?,Yes. Eligible students with fewer opportunities may receive an additional grant of 250 EUR per month if they meet the criteria and upload the required supporting documents when submitting the financial support application.,"Yes, students with fewer opportunities may receive an additional grant of 250 EUR per month.",0.9604,0.8209,0.8852
Q38,Can I submit documents for the additional grant for fewer opportunities later?,No. The supporting document for the additional grant must be uploaded when submitting the Erasmus+ financial support application. Later submission is not possible.,"No, you cannot submit documents for the additional grant for fewer opportunities later. According to the text, the supporting documents for this type of grant must be submitted along with the rest of the application, which should be done at least 45 days before the start of mobility.",0.7694,0.8172,0.7926
Q39,What are some examples of eligibility for the additional grant for fewer opportunities?,"A student may be eligible if they have special needs status, special student status, relevant CSD/ZZZS/ZRSŠ/ZPIZ documentation, come from a single-parent or foster family, are a parent of a child under 26, have international protection in Slovenia, or are a member of the Roma community.","According to the text, some examples of eligibility for the additional grant for students with fewer opportunities include:

* Having the status of a student with special needs;
* Having a special student status, such as being a categorized athlete, recognized artist, or cultural worker, or participating in international competitions;
* Or if the student or a family member in the same household has an eligible decision issued by CSD, ZZZS, ZRSŠ, or ZPIZ;
* Coming from a single-parent family;
* Being a parent of a child under 26 years of age;
* Coming from a foster family.",0.7852,0.8395,0.8114
Q40,What if my name is not on the document proving eligibility for the fewer opportunities grant?,"If the student’s name is not listed on the decision or document, they must attach proof that they live in the same household as the person named in the document.","If your name is not listed on the supporting decision, you must attach proof that you live in the same household as the person named in the decision.",0.9379,0.918,0.9278
Q41,Can non-Slovenian students apply for the additional grant for fewer opportunities?,Yes. Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving a disadvantaged background according to comparable criteria.,"Yes, non-Slovenian students can apply for the additional grant for fewer opportunities. According to the text, students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving their disadvantaged background according to comparable criteria.",0.8703,0.9604,0.9131
Q42,What is travel support?,"Travel support is Erasmus+ funding for travel costs. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated with the EU Distance Calculator, and on whether the travel is green or non-green.","Travel support is an entitlement for students, which provides financial assistance for their journeys to and from the mobility destination. The amount of travel support depends on the one-way distance between Ljubljana and the destination, calculated using the EU Distance Calculator.",0.8843,0.8503,0.8669
Q43,What is the Erasmus+ travel support for 100–499 km?,"For 100–499 km, non-green travel support is 211 EUR and green travel support is 285 EUR.","For distances between 100–499 km, the Erasmus+ travel support is:
- Non-green travel: 211 EUR
- Green travel: 285 EUR",0.8726,0.913,0.8924
Q44,What is the Erasmus+ travel support for 500–1999 km?,"For 500–1999 km, non-green travel support is 309 EUR and green travel support is 417 EUR.","For distances between 500–1999 km, the Erasmus+ travel support is 309 EUR for non-green travel and 417 EUR for green travel.",0.8925,0.9303,0.911
Q45,What counts as green travel?,"Green travel means that more than 50% of the journey to and from the mobility destination is completed using low-emission transport such as bus, train, bicycle, or shared transport such as GoOpti.","According to the provided text, green travel includes:

* bus
* train
* bicycle
* other shared transport, such as GoOpti",0.8065,0.7975,0.802
Q46,Does carpooling count as green travel?,"No. Airplanes, motorcycles, cars including carpooling, and boats are not considered green means of transport in the provided guidance.","No, carpooling does not count as green travel. According to the text, the following are not considered green transport:

- airplane
- motorcycle
- car, including carpooling
- boat",0.8282,0.8448,0.8364
Q47,How do I prove green travel?,"The student must provide appropriate documents such as tickets showing the travel date and route, receipts, and a declaration of honor. The travel dates must match the mobility dates confirmed in the certificate of duration.","To prove green travel, you need to provide the following documents:

1. Tickets showing date and route
2. Receipts
3. Declaration of honour

These documents must match the mobility dates confirmed in the certificate of duration.",0.8688,0.8905,0.8795
Q48,Can I get funding for extra travel days if I travel green?,Yes. Students using green travel may request funding for up to 6 additional travel days if needed: up to 3 days for departure and up to 3 days for return.,"Yes, you can get funding for extra travel days if you travel green. According to the text, students using green travel may also request funding for additional travel days if needed, up to a maximum of 6 days: up to 3 days for departure and up to 3 days for return.",0.8633,0.9232,0.8922
Q49,What is the Erasmus+ Interrail Pass?,It is an Interrail Global Pass intended to encourage green transport for Erasmus+ participants. It is available as 4 or 6 travel days within a 6-month period.,"The Erasmus+ Interrail Pass is an option available to encourage green transport, which comes in two options:

1. 4 travel days within a 6-month period;
2. 6 travel days within a 6-month period.",0.8327,0.8653,0.8487
Q50,How long must an Erasmus+ exchange last?,"An Erasmus+ exchange must last at least 2 full months, or 60 days.","An Erasmus+ exchange must last at least 2 full months, which means 60 days, and may last up to 12 months.",0.8812,0.9476,0.9132
Q51,What is the maximum length of an Erasmus+ exchange?,"An Erasmus+ exchange may last up to 12 months, although financial support is limited to 5 months for one-semester exchanges and 10 months for two-semester exchanges.",An Erasmus+ exchange may last up to 12 months.,0.9327,0.7772,0.8479
Q52,How much financial support can I receive for one semester?,"The maximum Erasmus+ financial support for a one-semester exchange is limited to 5 months, or 150 days.","To determine how much financial support you can receive for one semester, we need to know the host country's group. 

Please let me know if it's a Group 1 (high cost of living) or Group 2 (medium cost of living) country.",0.6944,0.7327,0.713
Q53,How much financial support can I receive for a full-year exchange?,"The maximum Erasmus+ financial support for a two-semester exchange is limited to 10 months, or 300 days.","To determine how much financial support you can receive for a full-year exchange, we need to consider two factors: the duration of the exchange and the host country's cost of living group.

Since you're going for a full academic year, you'll need to complete at least 40 ECTS credits abroad and have them recognized at your home institution.

Assuming this requirement is met, the monthly Erasmus+ financial support will depend on the host country's cost of living group. 

For a full-year exchange, you would receive 12 times the monthly amount for the respective group.

For Group 1 (high cost of living countries): 12 * 674 EUR = 8068 EUR per month.
For Group 2 (medium cost of living countries): 12 * 606 EUR = 7248 EUR per month.

However, please note that the first payment includes 80% of the basic Erasmus+ financial support, so you would receive 80% of these amounts.",0.6523,0.7713,0.7068
Q54,Can I stay abroad longer than the funded period?,"Yes. A student may stay on mobility longer, up to the Erasmus+ maximum period, but without financial support beyond the funding limits.","According to the provided sources, students can stay longer, up to 12 months, or up to 24 months for integrated study programmes if they have not yet used Erasmus+ mobility at the current study level, but without financial support beyond the funding limits.",0.7977,0.8917,0.8421
Q55,What counts as the first day of Erasmus+ mobility?,"The first day is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.","The first day of mobility is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.",0.9657,0.9807,0.9732
Q56,What counts as the last day of Erasmus+ mobility?,"The last day is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.","The last day of mobility is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.",0.9603,0.972,0.9661
Q57,What is combined or blended mobility?,Combined or blended mobility means that physical mobility abroad is combined with a virtual mobility component. The virtual part is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,"According to the guidelines, blended mobility refers to a combination of a study period abroad with a virtual component at the receiving institution, either before, during, or after the physical mobility, to further enhance the learning outcomes.",0.7651,0.7679,0.7665
Q58,How long must I stay physically abroad in combined mobility to receive Erasmus+ funding?,"For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support and additional grants.",At least 2 continuous months.,0.8663,0.6614,0.7501
Q59,Who is responsible for arranging accommodation?,The student is responsible for arranging accommodation. The University of Ljubljana is not responsible for housing issues.,"According to the information provided, arranging accommodation is the responsibility of each student.",0.8116,0.8026,0.8071
Q60,What should I be careful about when searching for accommodation?,Students should be cautious because online accommodation scams are common. They should not transfer money in advance without verified information and without properly checking the accommodation.,"When searching for accommodation, please be cautious due to the prevalence of online scams. It's essential to verify the information and not transfer any money in advance without proper verification.",0.8623,0.8766,0.8694
Q61,Is OLS language assessment mandatory?,"In the UL financial support guidance, OLS is described as not mandatory but highly recommended. Some host universities may still require language proof, so students should follow the latest UL and host institution instructions.","According to the guidelines, OLS language assessment is not mandatory for all students. It's only required for students who haven't justified their exemption from taking it, such as native speakers or those with special needs.",0.751,0.746,0.7485
Q62,Can the host university require a language certificate?,"Yes. Some host universities may require proof of language proficiency or certificates such as IELTS, TOEFL, Cambridge, or equivalent documents.","Some universities may still require certificates like IELTS, TOEFL, or Cambridge, but it's not explicitly stated that all host universities require a language certificate. It's best to check with the specific host institution for their requirements.",0.7948,0.8417,0.8176
Q63,What is the purpose of OLS?,"OLS, or Online Language Support, is designed to help Erasmus+ students improve their knowledge of the main language of instruction before and during their stay abroad.",OLS is not mandatory but is highly recommended.,0.725,0.6915,0.7078
Q64,What rights do Erasmus+ students have before mobility?,"Before mobility, students are entitled to guidance on the application process, information about the receiving institution, information about recognition and grading systems, information about insurance, housing, visas if needed, and support for special needs.","According to the Erasmus+ Charter, before the mobility period, Erasmus+ students are entitled to:

1. Receive guidance on the application process
2. Information on the receiving institution/organisation
3. Information on activities available for the mobility period abroad",0.7869,0.8026,0.7946
Q65,What agreements must Erasmus+ students sign before mobility?,Students must sign a Grant Agreement with the sending institution and a Learning Agreement with the sending and receiving institutions.,"According to the documents, Erasmus+ students must sign two agreements:

1. A grant agreement with the sending institution.
2. A learning agreement with both the sending and receiving institutions.",0.8431,0.9324,0.8855
Q66,Do Erasmus+ students have to pay tuition fees at the host university?,"No. Erasmus+ students must not be charged tuition, registration, examination, laboratory, or library access fees during the mobility period.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6586,0.6637,0.6611
Q67,Can the host institution charge any small fees?,"Yes. A student may be charged small fees on the same basis as local students, such as fees for insurance, student union membership, or study-related materials and equipment.","Yes, the host institution can charge possible small fees such as:

- insurance
- student organizations
- materials",0.8203,0.793,0.8065
Q68,What rights do Erasmus+ students have during mobility?,"During mobility, students have the right to equal treatment, non-discrimination, academic freedom, access to mentors or buddy networks where available, information about student organizations and support services, and continuation of the same home-country student grants or loans.","According to the Erasmus+ Charter, during the mobility period, Erasmus+ students are entitled to:

* Equal and equitable access and opportunities under the Erasmus+ programme
* Fair, inclusive, and transparent procedures at all stages of their mobility
* To be treated equally to the home students/employees and not be discriminated against based on various grounds such as age, ethnicity, nationality, etc.
* Guidance on the application process and information on the receiving institution/organisation, as well as on activities available for the mobility period abroad.",0.7429,0.789,0.7653
Q69,What duties do Erasmus+ students have during mobility?,"Students must respect the rules of the receiving institution and host country, follow codes of conduct, act responsibly, avoid behavior that poses health or safety risks, respect academic integrity, and perform their academic obligations to the best of their ability.","According to the Erasmus+ Charter, you are encouraged to be mindful about the impact of your mobility on the environment and take actions to reduce your carbon footprint. Additionally, you should respect the Erasmus+ Charter and the rights and obligations described in it, which includes being treated equally and not discriminated against based on various factors such as age, ethnicity, nationality, etc.",0.717,0.7457,0.7311
Q70,Can I request changes to the Learning Agreement during mobility?,Yes. Erasmus+ students can request changes to the Learning Agreement within the deadline decided by the sending and receiving institutions. The changes must be validated by the relevant parties.,"Yes, you can request changes to the Learning Agreement during mobility. According to the guidelines, you can initiate changes within five weeks after the start of each semester, and these changes should be agreed upon by all parties as soon as possible, within two weeks following the request.",0.7872,0.8111,0.799
Q71,When should I request an extension of mobility?,A request to extend the mobility period must be submitted at least one month before the end of the originally planned mobility period.,You can request an extension of the mobility period at the latest one month before the foreseen end date.,0.8961,0.8803,0.8881
Q72,What recognition am I entitled to after mobility?,"The student is entitled to full automatic academic recognition from the sending institution for activities successfully completed during mobility, as long as they are in accordance with the Learning Agreement.","You are entitled to have the credits earned during your mobility period automatically recognized by your home institution, without needing to take additional courses or exams. This applies to both the educational components and the added virtual component, provided that the requirements for recognition are met.",0.7933,0.8416,0.8167
Q73,When should the receiving institution issue the Transcript of Records?,"The receiving institution should issue the Transcript of Records, preferably in digital format, within five weeks of the publication of the student’s results.","Within a period stipulated in the Digital Inter-Institutional Agreement, normally within five weeks after publication/proclamation of the student's results at the Receiving Institution.",0.8193,0.8551,0.8368
Q74,What must I do after Erasmus+ mobility?,"The student must submit required documentation via the UL portal and Studis, and complete the participant report providing feedback about the Erasmus+ mobility period.","After your Erasmus+ mobility, we encourage you to:

1. Share your mobility experience with friends, fellow students, staff in the home institution, journalists, etc., to let others know and benefit from it.
2. Contact your sending and receiving institution/organisation if you encountered any problems during your mobility period.
3. Consider sharing your experiences with the European Commission and the Erasmus+ National Agency to help improve the Erasmus+ Programme for future generations.

Additionally, please note that you should also follow up on any necessary steps related to your visa, residence rights, and immigration procedures according to the guidelines provided in the 'travel_residence_and_visas.txt' document.",0.6777,0.7447,0.7096
Q75,When must I submit documents after returning from Erasmus+?,"The student must submit documents as soon as they have all required documentation, no later than 3 months after the end of the exchange or before the end of the academic year in Studis.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.6764,0.6697,0.6731
Q76,Who can help me if I have problems during Erasmus+?,"The student can contact the coordinator at the host institution, the Erasmus mentor, the FRI coordinator, the UL international office, or FRI tutors.","If you have any problems during your Erasmus+, you can contact your sending and/or receiving institution, as well as the relevant Erasmus+ National Agency and the European Commission. Additionally, you can reach out to the Erasmus Without Paper Competence Centre for more information regarding the online learning agreement.",0.7353,0.7659,0.7503
Q77,What is the FRI Erasmus contact email?,The FRI Erasmus contact email is erasmus@fri.uni-lj.si.,The FRI Erasmus office email is erasmus@fri.uni-lj.si.,0.979,0.9785,0.9787
Q78,What are the FRI Erasmus office hours?,"The office hours are Monday from 10:00 to 11:00, online by Zoom or in office R3.03.",The FRI Erasmus office is open from Monday 10:00–11:00 (either via Zoom or in person).,0.7986,0.8061,0.8023
Q79,What visa or residence rule should the assistant follow for Erasmus+ questions?,"The assistant should explain that visa and residence requirements depend on citizenship, destination country, mobility duration, and national legislation. Students should verify information with the host institution, embassy or consulate, official government immigration portals, and Erasmus+ guidance resources.","According to the provided documents, the assistant should provide general informational guidance only and is not a substitute for official legal or immigration advice. Students should always:

1. Verify requirements with official authorities.
2. Follow instructions from the host institution.
3. Consult the relevant embassy or consulate before travel.

So, the assistant should advise students to follow these guidelines when dealing with visa or residence rules.",0.7657,0.799,0.782
Q80,What residence rights do EU citizens have as students in another EU country?,"EU citizens generally have the right to live in another EU country for the duration of their studies if they are enrolled at an approved educational institution, have sufficient financial resources, and have comprehensive health insurance.","According to the provided text, EU citizens have the right to live in another EU country for the duration of their studies if they:

1. Are enrolled at an approved educational institution.
2. Have sufficient financial resources to support themselves.
3. And have comprehensive health insurance coverage.

Additionally, the host country cannot require the student to have income above the level needed for basic income support.",0.8214,0.9397,0.8766
Q81,Can an EU student be required to register residence immediately after arrival?,"During the first 3 months, the host country generally cannot require residence registration. After 3 months, it may require the student to register with local authorities and prove enrollment, health insurance, and sufficient resources.","According to the text, during the first 3 months of stay, the host country generally cannot require residence registration.",0.878,0.8059,0.8404
Q82,What documents may an EU student need for residence registration after 3 months?,"The student may need proof of enrollment, proof of comprehensive health insurance, and a declaration of sufficient financial resources.","According to the text, after 3 months, the host country may require the student to register residence with local authorities. The common required documents include:

- valid passport,
- Letter of Acceptance,
- Learning Agreement,
- proof of accommodation,
- proof of sufficient financial resources,
- proof of health insurance,
- passport photos,
- residence registration forms.",0.7486,0.8638,0.8021
