id,question,expected,model_prediction,bert_P,bert_R,bert_F1
Q11,How many ECTS do I need for one semester of Erasmus+ study exchange?,"For one semester, the student must complete at least 20 ECTS credits abroad and have them recognized at the home institution to meet the Erasmus+ funding requirement.",At least 20 ECTS credits abroad.,0.8364,0.5414,0.6573
Q12,How many ECTS do I need for a full-year Erasmus+ study exchange?,"For a full academic year exchange, the student must complete at least 40 ECTS credits abroad and have them recognized at the home institution.","For a full academic year exchange, you must complete at least 40 ECTS credits abroad and have them recognized at your home institution.",0.9757,0.9658,0.9707
Q13,What happens if I obtain fewer than 20 ECTS during one semester abroad?,"If the student obtains fewer than 20 ECTS during the exchange, Erasmus+ financial support may be limited to 3 months. Recognition of completed obligations depends on the content and how it matches the student’s study programme at FRI.","If you obtain fewer than 20 ECTS during one semester abroad, Erasmus+ financial support is limited to 3 months.",0.8969,0.6645,0.7634
Q14,Can I take language courses during Erasmus+?,"Yes. According to the UL FRI guidance, language courses may be included as general elective courses, if accepted through the Learning Agreement process.","Yes, you can take language courses during Erasmus+. According to the guidelines, if you have level B2 or higher at the first language assessment in your main language of instruction, you have the opportunity to follow an OLS language course either in that language or in the local language of the country, provided it's available in the OLS.",0.5148,0.6181,0.5617
Q15,Can I complete mandatory FRI courses remotely while I am on Erasmus+?,No. Mandatory FRI courses that the student should complete at FRI cannot be completed remotely during the Erasmus+ exchange.,"According to the provided information, there's no specific mention about completing mandatory FRI courses remotely during Erasmus+. However, it does mention that both the physical and virtual components must be recorded in the Erasmus+ Grant Agreement and in the Certificate of Attendance issued by the host institution after mobility. This suggests that virtual components might be considered as part of the mobility, but it doesn't explicitly state if remote course completion is allowed. To clarify, please check the UL FRI website or contact the International Office directly.",0.4647,0.689,0.555
Q16,Can I take an elective course abroad?,"Yes. For FRI elective courses, the student can usually choose a course abroad from the field of computer and information science, subject to coordinator approval through the Learning Agreement.","Yes, according to the COURSE SELECTION RULES, you can take an elective course abroad, specifically stating that it can be any CS-related subject.",0.6725,0.6288,0.6499
Q17,Can I replace a mandatory FRI course with a course abroad?,"Yes, but only if the course abroad is sufficiently equivalent in content. If no equivalent course exists, another elective may be chosen instead, depending on approval.","According to the course selection rules, you cannot complete mandatory FRI courses remotely during exchange. However, regarding replacing a mandatory FRI course with a course abroad, I would recommend confirming this through the Learning Agreement process and getting approval from the UL FRI coordinator. This ensures that the replacement course meets the necessary requirements.",0.5056,0.5397,0.5221
Q18,Can I do my bachelor’s or master’s thesis abroad?,"Yes, but not at all institutions. The student needs a mentor at FRI and a mentor at the host institution, and the thesis work must be included in the Learning Agreement.","Yes, it's possible to do both your bachelor's and master's thesis abroad, but there are some requirements that need to be met. For both cases:

* You need to have a mentor at FRI (University of Ljubljana) and a mentor at the host institution.
* The thesis must be included in your Learning Agreement.

Additionally, note that for bachelor's thesis, the ECTS required is 6, while for master's thesis, it's 24 ECTS.",0.5654,0.751,0.6451
Q19,How many ECTS does thesis work count for in the Erasmus+ context?,"In the UL FRI guidance, bachelor thesis work is listed as 6 ECTS and master thesis work as 24 ECTS.","According to the guidelines for online learning agreements, if a student goes abroad to do thesis research or doctoral work, the associated workload in ECTS credits should be included in Table B, if relevant for the sending institution. However, there's no specific number mentioned in the given context about how many ECTS thesis work counts for.",0.493,0.5944,0.5389
Q20,What is the Erasmus+ financial support application?,It is the University of Ljubljana online application through which selected students apply for Erasmus+ financial support and access or complete the Online Learning Agreement.,"The Erasmus+ financial support application is an online application available at https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp, which is also used to access or complete the Online Learning Agreement (OLA) for students selected for Erasmus+ study exchange.",0.5349,0.7232,0.615
Q21,Where do I apply for Erasmus+ financial support?,Students apply through the University of Ljubljana online financial support application at: https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp,"According to the given information, you should submit the online financial support application at least 10 working days before the start of mobility. However, it does not specify the exact platform or portal where to apply. It's recommended to contact the relevant Erasmus+ National Agency or the sending and receiving institutions for more detailed guidance on how to proceed with the application.",0.4185,0.425,0.4217
Q22,When must my Erasmus+ financial support application be complete?,"The application must be complete at least 10 working days before the start of mobility, although final deadlines also apply depending on the exchange semester.",Your Erasmus+ financial support application must be complete at least 10 working days before the start of mobility.,0.8519,0.7276,0.7849
Q23,What are the final deadlines for Erasmus+ financial support in 2026/27?,"For students going in the first semester or for the full academic year, the final deadline is 15 October 2026. For students going in the second semester, the final deadline is 15 March 2027. However, the application must still be complete at least 10 working days before mobility starts, so many students have an earlier practical deadline.","The final deadlines for Erasmus+ financial support in 2026/27 are:

* First semester or full academic year exchange: 15 October 2026.
* Second semester exchange: 15 March 2027.",0.7243,0.5941,0.6528
Q24,"If my exchange starts on 1 September 2026, is 15 October still my deadline?","No. If the exchange starts on 1 September 2026, the application must be completed earlier, for example by 15 August 2026, because the complete application is required before the start of mobility.","No, your deadline would be earlier than 15 October 2026. Since your exchange starts on 1 September 2026, you should submit your application at least 10 working days before this date.",0.7149,0.7056,0.7102
Q25,What documents do I need for the Erasmus+ financial support application?,"The required documents include a Letter of Acceptance, Learning Agreement, copy or photo of a Slovenian bank card, certificate of enrollment for 2026/27, and supporting documents for additional grants if applicable. OLS language assessment results may also be uploaded if completed.","According to the provided sources, it's not explicitly mentioned what specific documents are needed for the Erasmus+ financial support application. However, since the application should be submitted electronically to erasmus@fri.uni-lj.si, it would be best to check with the university or the International Office directly for the most up-to-date and detailed information about the required documents.",0.4624,0.486,0.4739
Q26,Can an email from the host university count as a Letter of Acceptance?,"Yes. The Letter of Acceptance may be an official letter, an email confirming acceptance, or a fully signed Learning Agreement, depending on the instructions.","Yes, an email from the host university can count as a Letter of Acceptance. According to the provided information, it's mentioned that ""This may be an official acceptance letter, an email confirming acceptance, or a Learning Agreement signed by all parties."" So, an email would be considered valid as a Letter of Acceptance.",0.6038,0.7477,0.6681
Q27,What if I cannot get the host coordinator’s signature on the Learning Agreement before the application deadline?,The student may temporarily upload a Learning Agreement signed only by the student and the home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.,"If you cannot get the host institution coordinator's signature on the Learning Agreement before the application deadline, you can temporarily upload a Learning Agreement signed only by the student and home coordinator. Then, you must upload the fully signed Learning Agreement within 15 days after the start of mobility.",0.7797,0.861,0.8183
Q28,Can Erasmus+ payments be made to any bank account?,No. Payments can only be made to bank accounts opened in the Republic of Slovenia.,"No, payments can only be made to bank accounts opened in the Republic of Slovenia.",0.9812,0.9812,0.9812
Q29,What happens after I submit the complete Erasmus+ financial support application?,"After the application is complete and all required documents are uploaded, the student receives the Erasmus+ Grant Agreement by email with signing instructions.","After submitting the complete Erasmus+ financial support application, the Erasmus+ Grant Agreement will be prepared, signed, and processed before your departure.",0.7025,0.6872,0.6948
Q30,How do I sign the Erasmus+ Grant Agreement?,The agreement normally has to be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure.,You must normally sign the Erasmus+ Grant Agreement using a qualified digital signature and upload it back into the Erasmus+ application at least 10 days before departure.,0.8925,0.9177,0.9049
Q31,What if I cannot obtain a qualified digital signature?,"Only in justified exceptional cases, the student may use the old procedure: print the agreement, sign it by hand, and send it by post to the University of Ljubljana.","If you cannot obtain a qualified digital signature, please provide a clear justification and indicate which other type of formal recognition will be applied, such as registration in the student's diploma supplement or Europass Mobility Document.",0.5088,0.5209,0.5148
Q32,How is the Erasmus+ scholarship paid?,"The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of mobility.","The Erasmus+ scholarship is paid in two parts:

1. The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities (if applicable), and 80% of the standard travel support.
2. The remaining funds are paid after successful completion of the Erasmus+ exchange.",0.8354,0.9138,0.8728
Q33,When is the first Erasmus+ payment transferred?,"After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.","According to the provided information, the first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities (if applicable), and 80% of standard travel support. However, there's no specific mention of the exact timing of this payment transfer. 

I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.4362,0.5226,0.4755
Q34,What is the monthly Erasmus+ grant for Group 1 countries in 2026/27?,"The monthly grant for Group 1 high-cost countries is 674 EUR. This group includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Ireland, Italy, Liechtenstein, Luxembourg, the Netherlands, Norway, and Sweden.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.367,0.3346,0.3501
Q35,What is the monthly Erasmus+ grant for Group 2 countries in 2026/27?,"The monthly grant for Group 2 medium-cost countries is 606 EUR. This group includes Cyprus, Czech Republic, Estonia, Greece, Latvia, Malta, Portugal, Slovakia, and Spain.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.3706,0.3468,0.3583
Q36,What is the monthly Erasmus+ grant for Group 3 countries in 2026/27?,"The monthly grant for Group 3 lower-cost countries is 550 EUR. This group includes Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey.","The monthly Erasmus+ grant for Group 3 countries (which include Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey) in 2026/27 is 550 EUR per month.",0.816,0.8666,0.8405
Q37,Can students with fewer opportunities receive extra Erasmus+ funding?,Yes. Eligible students with fewer opportunities may receive an additional grant of 250 EUR per month if they meet the criteria and upload the required supporting documents when submitting the financial support application.,"Yes, students with fewer opportunities may receive an additional grant of 250 EUR per month.",0.9359,0.6646,0.7772
Q38,Can I submit documents for the additional grant for fewer opportunities later?,No. The supporting document for the additional grant must be uploaded when submitting the Erasmus+ financial support application. Later submission is not possible.,"No, you cannot submit documents for the additional grant for students with special needs later than 45 days before the start of your mobility.",0.5914,0.6458,0.6174
Q39,What are some examples of eligibility for the additional grant for fewer opportunities?,"A student may be eligible if they have special needs status, special student status, relevant CSD/ZZZS/ZRSŠ/ZPIZ documentation, come from a single-parent or foster family, are a parent of a child under 26, have international protection in Slovenia, or are a member of the Roma community.","According to the provided text, a student may be eligible for the additional grant if they:

1. Have the status of a student with special needs.
2. Have a special student status, such as:
   - Categorized athlete
   - Recognized artist
   - Cultural worker
   - Participant in international competitions
   - Parent
3. Or if the student or a family member in the same household has an eligible decision issued by:
   - CSD (Civic Service Agency)
   - ZZZS (Association for Social Work)
   - ZRSŠ (Social Protection and Family Care Centre)
   - ZPIZ (Pension and Invalidity Insurance Institute)",0.5624,0.646,0.6013
Q40,What if my name is not on the document proving eligibility for the fewer opportunities grant?,"If the student’s name is not listed on the decision or document, they must attach proof that they live in the same household as the person named in the document.","According to the text, you should attach proof that you live in the same household as the person named in the decision.",0.8248,0.7543,0.788
Q41,Can non-Slovenian students apply for the additional grant for fewer opportunities?,Yes. Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving a disadvantaged background according to comparable criteria.,"According to the given context, there's no explicit mention of nationality restrictions for the additional grant for fewer opportunities. However, since the declaration mentions providing a certificate for receiving the grant for disadvantaged students, which implies some form of eligibility based on individual circumstances, it can be inferred that the additional grant might be intended for Slovenian students who face specific challenges. Nonetheless, without clear evidence to the contrary, it seems plausible that non-Slovenian students could also be eligible for this grant under certain conditions.",0.4382,0.5217,0.4763
Q42,What is travel support?,"Travel support is Erasmus+ funding for travel costs. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated with the EU Distance Calculator, and on whether the travel is green or non-green.","Travel support is an entitlement for students, and its amount depends on the one-way distance between Ljubljana and the mobility destination.",0.8131,0.6638,0.7309
Q43,What is the Erasmus+ travel support for 100–499 km?,"For 100–499 km, non-green travel support is 211 EUR and green travel support is 285 EUR.","For distances between 100–499 km, the Erasmus+ travel support is 211 EUR for non-green travel and 285 EUR for green travel.",0.8111,0.883,0.8455
Q44,What is the Erasmus+ travel support for 500–1999 km?,"For 500–1999 km, non-green travel support is 309 EUR and green travel support is 417 EUR.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.3751,0.3689,0.372
Q45,What counts as green travel?,"Green travel means that more than 50% of the journey to and from the mobility destination is completed using low-emission transport such as bus, train, bicycle, or shared transport such as GoOpti.","Bus, train, bicycle, and other shared transport, such as GoOpti.",0.8137,0.5821,0.6787
Q46,Does carpooling count as green travel?,"No. Airplanes, motorcycles, cars including carpooling, and boats are not considered green means of transport in the provided guidance.","No, carpooling does not count as green travel according to the given information. It's listed under the category of non-green transport options.",0.6463,0.6518,0.649
Q47,How do I prove green travel?,"The student must provide appropriate documents such as tickets showing the travel date and route, receipts, and a declaration of honor. The travel dates must match the mobility dates confirmed in the certificate of duration.","To prove green travel, you need to provide:

1. Tickets showing date and route.
2. Receipts.
3. A declaration of honor.

These documents must match the mobility dates confirmed in your certificate of duration.",0.8113,0.845,0.8278
Q48,Can I get funding for extra travel days if I travel green?,Yes. Students using green travel may request funding for up to 6 additional travel days if needed: up to 3 days for departure and up to 3 days for return.,"Yes, you can get funding for extra travel days if you travel green. According to the text, students using green travel may also request funding for additional travel days if needed, up to a maximum of 6 days: up to 3 days for departure and up to 3 days for return.",0.7769,0.8816,0.8259
Q49,What is the Erasmus+ Interrail Pass?,It is an Interrail Global Pass intended to encourage green transport for Erasmus+ participants. It is available as 4 or 6 travel days within a 6-month period.,"The Erasmus+ Interrail Pass is an option available to encourage green transport, offering Interrail Global Passes to Erasmus+ participants in two options: 4 travel days within a 6-month period and 6 travel days within a 6-month period.",0.8006,0.8103,0.8054
Q50,How long must an Erasmus+ exchange last?,"An Erasmus+ exchange must last at least 2 full months, or 60 days.","An Erasmus+ exchange must last at least 2 full months, which means 60 days.",0.9415,0.9616,0.9514
Q51,What is the maximum length of an Erasmus+ exchange?,"An Erasmus+ exchange may last up to 12 months, although financial support is limited to 5 months for one-semester exchanges and 10 months for two-semester exchanges.",The maximum length of an Erasmus+ exchange is 12 months.,0.8132,0.6403,0.7164
Q52,How much financial support can I receive for one semester?,"The maximum Erasmus+ financial support for a one-semester exchange is limited to 5 months, or 150 days.","To calculate the total financial support for one semester, we need to know the duration of the semester. However, since it's not specified in the given context, let's assume a typical semester lasts around 5 months.

For Group 1 countries (high cost of living), the monthly Erasmus+ financial support is 674 EUR. 

If you're in this group, the total support for 5 months would be: 674 EUR * 5 = 3370 EUR.

For Group 2 countries (medium cost of living), the monthly Erasmus+ financial support is 606 EUR.

If you're in this group, the total support for 5 months would be: 606 EUR * 5 = 3030 EUR.

Please note that these calculations are based on the assumption of a 5-month semester. You should verify the actual duration of your stay with the UL FRI administration.",0.4272,0.6433,0.5134
Q53,How much financial support can I receive for a full-year exchange?,"The maximum Erasmus+ financial support for a two-semester exchange is limited to 10 months, or 300 days.","To calculate the total financial support for a full-year exchange, we need to consider both the first and second payments.

First, let's look at the first payment:

* 80% of the basic Erasmus+ financial support
* 80% of the additional grant for students with fewer opportunities, if applicable (we'll assume this doesn't apply)
* 80% of standard travel support

Since the exact amounts for these components aren't specified, let's denote them as B, A, and T respectively. The first payment would be 0.8(B + A + T).

Now, considering the second payment, which is also 80% of the remaining funds, it would be 0.2(B + A + T) * 0.8 = 0.16(B + A + T).

However, since the question asks about the total financial support for a full-year exchange, we should add the two payments together: 
0.8(B + A + T) + 0.16(B + A + T) = 0.96(B + A + T)

Unfortunately, without knowing the specific values of B, A, and T, we cannot provide an exact amount.",0.353,0.609,0.4469
Q54,Can I stay abroad longer than the funded period?,"Yes. A student may stay on mobility longer, up to the Erasmus+ maximum period, but without financial support beyond the funding limits.","Yes, you can stay abroad longer than the funded period, up to 12 months for regular study programmes or up to 24 months for integrated study programmes, if you haven't used Erasmus+ mobility at the current study level before.",0.5985,0.7009,0.6457
Q55,What counts as the first day of Erasmus+ mobility?,"The first day is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.","According to the given context, the first day of mobility is the first day the student must be present at the host institution, which can include the first lecture, welcome event, or language/intercultural course mentioned in the Learning Agreement.",0.8349,0.8439,0.8393
Q56,What counts as the last day of Erasmus+ mobility?,"The last day is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.","The last day of mobility is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.",0.965,0.9887,0.9767
Q57,What is combined or blended mobility?,Combined or blended mobility means that physical mobility abroad is combined with a virtual mobility component. The virtual part is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,"Blended mobility with short-term physical mobility refers to a type of mobility where a student combines both online and on-site studies, involving a shorter stay abroad compared to traditional long-term study mobility.",0.5886,0.5839,0.5863
Q58,How long must I stay physically abroad in combined mobility to receive Erasmus+ funding?,"For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support and additional grants.",At least 2 continuous months.,0.7813,0.4429,0.5654
Q59,Who is responsible for arranging accommodation?,The student is responsible for arranging accommodation. The University of Ljubljana is not responsible for housing issues.,"According to the information, arranging accommodation is the responsibility of each student.",0.6745,0.6572,0.6657
Q60,What should I be careful about when searching for accommodation?,Students should be cautious because online accommodation scams are common. They should not transfer money in advance without verified information and without properly checking the accommodation.,"When searching for accommodation, you should be cautious due to the prevalence of online scams. It's recommended that you do not transfer money in advance without verifying the information and thoroughly checking the accommodation.",0.7622,0.8386,0.7986
Q61,Is OLS language assessment mandatory?,"In the UL financial support guidance, OLS is described as not mandatory but highly recommended. However, some Erasmus guidance documents still describe OLS as required for some mobility contexts. The safest answer is that students should follow the latest UL and host institution instructions since the requirement is dependent on chosen partner instituion and program.","No, OLS language assessment is not mandatory for all students. However, it's highly recommended and a prerequisite for mobility for most students, except for native speakers and those with special needs who can provide justification.",0.5896,0.528,0.5571
Q62,Can the host university require a language certificate?,"Yes. Some host universities may require proof of language proficiency or certificates such as IELTS, TOEFL, Cambridge, or equivalent documents.","Some universities may still require certificates like IELTS, TOEFL, or Cambridge.",0.8478,0.7242,0.7811
Q63,What is the purpose of OLS?,"OLS, or Online Language Support, is designed to help Erasmus+ students improve their knowledge of the main language of instruction before and during their stay abroad.",OLS is not mandatory but is highly recommended.,0.5476,0.4007,0.4627
Q64,What rights do Erasmus+ students have before mobility?,"Before mobility, students are entitled to guidance on the application process, information about the receiving institution, information about recognition and grading systems, information about insurance, housing, visas if needed, and support for special needs.","Throughout the mobility period, Erasmus+ students are entitled to:

1. Equal and equitable access and opportunities under the Erasmus+ programme.
2. Fair, inclusive, and transparent procedures at all stages of their mobility.",0.5471,0.5415,0.5443
Q65,What agreements must Erasmus+ students sign before mobility?,Students must sign a Grant Agreement with the sending institution and a Learning Agreement with the sending and receiving institutions.,"According to the provided documents, there are two agreements that Erasmus+ students must sign before mobility:

1. The Online Learning Agreement (OLA) - This agreement outlines the learning outcomes, course structure, and other essential details related to the student's stay abroad.
2. The Erasmus+ Student Charter - This charter describes the rights and obligations of Erasmus+ students, ensuring they understand their responsibilities during the mobility period.",0.4592,0.5544,0.5023
Q66,Do Erasmus+ students have to pay tuition fees at the host university?,"No. Erasmus+ students must not be charged tuition, registration, examination, laboratory, or library access fees during the mobility period.",No information about tuition fees is available in the given context. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.4423,0.4967,0.4679
Q67,Can the host institution charge any small fees?,"Yes. A student may be charged small fees on the same basis as local students, such as fees for insurance, student union membership, or study-related materials and equipment.","Yes, the host institution can charge some small fees, such as:

- insurance
- student organizations
- materials",0.6933,0.6176,0.6533
Q68,What rights do Erasmus+ students have during mobility?,"During mobility, students have the right to equal treatment, non-discrimination, academic freedom, access to mentors or buddy networks where available, information about student organizations and support services, and continuation of the same home-country student grants or loans.","According to the Erasmus+ Student Charter, Erasmus+ students have the following rights:

1. Equal and equitable access and opportunities under the Erasmus+ programme.
2. Fair, inclusive, and transparent procedures at all stages of their mobility.
3. The right to seek a solution if they encounter a problem or believe their rights are not respected by contacting their sending or receiving institution/organisation.",0.5194,0.5703,0.5436
Q69,What duties do Erasmus+ students have during mobility?,"Students must respect the rules of the receiving institution and host country, follow codes of conduct, act responsibly, avoid behavior that poses health or safety risks, respect academic integrity, and perform their academic obligations to the best of their ability.","According to the Erasmus+ charter, during the mobility period, you are entitled to be treated equally to the host institution's students/employees and not be discriminated against on various grounds. However, there is no mention of specific duties that Erasmus+ students have during their mobility.",0.5002,0.5231,0.5114
Q70,Can I request changes to the Learning Agreement during mobility?,Yes. Erasmus+ students can request changes to the Learning Agreement within the deadline decided by the sending and receiving institutions. The changes must be validated by the relevant parties.,"Yes, you can request changes to the Learning Agreement within the deadline decided by the sending and receiving institutions.",0.9296,0.7644,0.8389
Q71,When should I request an extension of mobility?,A request to extend the mobility period must be submitted at least one month before the end of the originally planned mobility period.,I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.4303,0.4209,0.4256
Q72,What recognition am I entitled to after mobility?,"The student is entitled to full automatic academic recognition from the sending institution for activities successfully completed during mobility, as long as they are in accordance with the Learning Agreement.","According to the guidelines, you are entitled to have the added virtual component recognised, which means either automatic recognition or justification for awarding an alternative recognition.",0.5719,0.5296,0.5499
Q73,When should the receiving institution issue the Transcript of Records?,"The receiving institution should issue the Transcript of Records, preferably in digital format, within five weeks of the publication of the student’s results.","The Receiving Institution should send a Transcript of Records to the student and to the Sending Institution within a period stipulated in the Digital Inter-Institutional Agreement, normally within five weeks after publication/proclamation of the student's results at the Receiving Institution.",0.7018,0.7863,0.7416
Q74,What must I do after Erasmus+ mobility?,"The student must submit required documentation via the UL portal and Studis, and complete the participant report providing feedback about the Erasmus+ mobility period.","After your Erasmus+ mobility period, please get in touch with both your sending and receiving institutions to discuss how you can make your experience more environmentally friendly. Additionally, review the Learning Agreement and ensure it's updated according to your actual studies during the mobility period.",0.5271,0.5652,0.5455
Q75,When must I submit documents after returning from Erasmus+?,"The student must submit documents as soon as they have all required documentation, no later than 3 months after the end of the exchange or before the end of the academic year in Studis.","After the mobility period, you should submit the Learning Agreement with the confirmation of the host university's stamp and your signature, as well as the Transcript of Records, within 30 days after your return to the sending institution.",0.5765,0.6187,0.5969
Q76,Who can help me if I have problems during Erasmus+?,"The student can contact the coordinator at the host institution, the Erasmus mentor, the FRI coordinator, the UL international office, or FRI tutors.","During your stay at UL FRI, you can contact the FRI Erasmus office for assistance with any issues or problems you may encounter. You can reach them via email at erasmus@fri.uni-lj.si or visit their office during their designated hours, which are Mondays from 10:00–11:00, either virtually through Zoom or in person.",0.4797,0.6244,0.5426
Q77,What is the FRI Erasmus contact email?,The FRI Erasmus contact email is erasmus@fri.uni-lj.si.,The FRI Erasmus office email is erasmus@fri.uni-lj.si.,0.9703,0.9713,0.9708
Q78,What are the FRI Erasmus office hours?,"The office hours are Monday from 10:00 to 11:00, online by Zoom or in office R3.03.",The FRI Erasmus office hours are Monday 10:00–11:00 (Zoom or in person).,0.8188,0.7873,0.8027
Q79,What visa or residence rule should the assistant follow for Erasmus+ questions?,"The assistant should explain that visa and residence requirements depend on citizenship, destination country, mobility duration, and national legislation. Students should verify information with the host institution, embassy or consulate, official government immigration portals, and Erasmus+ guidance resources.","As per our guidelines, I provide general informational guidance only and am not a substitute for official legal or immigration advice. Students should always verify requirements with official authorities and follow instructions from the host institution.",0.5901,0.5939,0.592
Q80,What residence rights do EU citizens have as students in another EU country?,"EU citizens generally have the right to live in another EU country for the duration of their studies if they are enrolled at an approved educational institution, have sufficient financial resources, and have comprehensive health insurance.","As per the given information, EU citizens have the right to live in another EU country for the duration of their studies if they:

1. Are enrolled at an approved educational institution.
2. Have sufficient financial resources to support themselves.
3. And have comprehensive health insurance coverage.",0.81,0.9264,0.8643
Q81,Can an EU student be required to register residence immediately after arrival?,"During the first 3 months, the host country generally cannot require residence registration. After 3 months, it may require the student to register with local authorities and prove enrollment, health insurance, and sufficient resources.","No, according to the text, during the first 3 months of stay, the host country generally cannot require residence registration.",0.7467,0.6752,0.7092
Q82,What documents may an EU student need for residence registration after 3 months?,"The student may need proof of enrollment, proof of comprehensive health insurance, and a declaration of sufficient financial resources.","According to the provided sources, I don't have specific information on what documents an EU student needs for residence registration after 3 months. However, it's recommended to check the official resources:

https://uni-lj.si/en/study/international-students/, 

or contact the International Office directly for the most up-to-date information.",0.3767,0.5276,0.4396
Q83,What should non-EU students know about visa and residence requirements?,"Non-EU students may need a student visa, temporary residence permit, proof of enrollment, proof of accommodation, proof of financial means, and health insurance. Requirements depend on citizenship, host country, duration of stay, and local legislation.","Non-EU students participating in Erasmus+ mobility may require:

1. a student visa,
2. temporary residence permit,
3. proof of enrollment,
4. proof of accommodation,
5. proof of financial means,
6. and health insurance.",0.7578,0.7604,0.7591
