id,question,expected,model_prediction,bert_P,bert_R,bert_F1
Q17,Can I replace a mandatory FRI course with a course abroad?,"Yes, but only if the course abroad is sufficiently equivalent in content. If no equivalent course exists, another elective may be chosen instead, depending on approval.","No, mandatory courses must match content. If you want to replace a mandatory FRI course, it must be confirmed through the Learning Agreement process and approved by the UL FRI coordinator.",0.8663,0.8643,0.8653
Q18,Can I do my bachelor’s or master’s thesis abroad?,"Yes, but not at all institutions. The student needs a mentor at FRI and a mentor at the host institution, and the thesis work must be included in the Learning Agreement.","Possible but not at all institutions. It requires a mentor at FRI and a mentor at the host institution, and it must be included in your Learning Agreement. A final thesis abroad grants 6 ECTS for a bachelor’s thesis and 24 ECTS for a master’s thesis.",0.9146,0.9599,0.9367
Q19,How many ECTS does thesis work count for in the Erasmus+ context?,"In the UL FRI guidance, bachelor thesis work is listed as 6 ECTS and master thesis work as 24 ECTS.","According to the guidelines, a bachelor thesis counts for 6 ECTS, and a master thesis counts for 24 ECTS.",0.9474,0.9354,0.9414
Q20,What is the Erasmus+ financial support application?,It is the University of Ljubljana online application through which selected students apply for Erasmus+ financial support and access or complete the Online Learning Agreement.,The Erasmus+ financial support application is an online application available at https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp. It’s also used to complete the Online Learning Agreement (OLA). The deadline for the first semester or full academic year exchange is 15 October 2026.,0.8409,0.8919,0.8656
Q21,Where do I apply for Erasmus+ financial support?,Students apply through the University of Ljubljana online financial support application at: https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp,The application is available through the University of Ljubljana online application: https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp.,0.9781,0.9774,0.9778
Q22,When must my Erasmus+ financial support application be complete?,"The application must be complete at least 10 working days before the start of mobility, although final deadlines also apply depending on the exchange semester.",The online financial support application must be complete at least 10 working days before the start of mobility.,0.9536,0.9153,0.9341
Q23,What are the final deadlines for Erasmus+ financial support in 2026/27?,"For students going in the first semester or for the full academic year, the final deadline is 15 October 2026. For students going in the second semester, the final deadline is 15 March 2027. However, the application must still be complete at least 10 working days before mobility starts, so many students have an earlier practical deadline.","Final application deadlines:
- First semester or full academic year exchange: 15 October 2026.
- Second semester exchange: 15 March 2027.",0.9112,0.8721,0.8912
Q24,"If my exchange starts on 1 September 2026, is 15 October still my deadline?","No. If the exchange starts on 1 September 2026, the application must be completed earlier, for example by 15 August 2026, because the complete application is required before the start of mobility.","Yes, 15 August 2026 is the deadline for your application. Remember that the complete application must be submitted at least 10 working days before the start of mobility. For early information, you may contact erika.bolcina@uni-lj.si.",0.8581,0.8989,0.878
Q25,What documents do I need for the Erasmus+ financial support application?,"The required documents include a Letter of Acceptance, Learning Agreement, copy or photo of a Slovenian bank card, certificate of enrollment for 2026/27, and supporting documents for additional grants if applicable. OLS language assessment results may also be uploaded if completed.","The application requires a Letter of Acceptance, a Learning Agreement, proof of sufficient financial resources, and proof of health insurance. You can also access or complete the Online Learning Agreement (OLA) through the university’s online application.  Please check https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp for more details.",0.8393,0.8634,0.8511
Q26,Can an email from the host university count as a Letter of Acceptance?,"Yes. The Letter of Acceptance may be an official letter, an email confirming acceptance, or a fully signed Learning Agreement, depending on the instructions.","Yes, an email confirming acceptance can be used as a Letter of Acceptance. However, it’s best to also have a formal acceptance letter if possible.",0.892,0.896,0.894
Q27,What if I cannot get the host coordinator’s signature on the Learning Agreement before the application deadline?,The student may temporarily upload a Learning Agreement signed only by the student and the home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.,"If the host institution coordinator cannot sign the Learning Agreement before the application deadline, the student may temporarily upload a Learning Agreement signed only by the student and home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.",0.9455,0.9698,0.9575
Q28,Can Erasmus+ payments be made to any bank account?,No. Payments can only be made to bank accounts opened in the Republic of Slovenia.,Payments can only be made to bank accounts opened in the Republic of Slovenia. I don’t have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.8758,0.9489,0.9109
Q29,What happens after I submit the complete Erasmus+ financial support application?,"After the application is complete and all required documents are uploaded, the student receives the Erasmus+ Grant Agreement by email with signing instructions.","After the financial support application is complete and all required attachments are uploaded, the student receives the Erasmus+ Grant Agreement by email.",0.9765,0.9685,0.9725
Q30,How do I sign the Erasmus+ Grant Agreement?,The agreement normally has to be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure.,The agreement must normally be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure. The University of Ljubljana then digitally signs the agreement.,0.934,0.9855,0.9591
Q31,What if I cannot obtain a qualified digital signature?,"Only in justified exceptional cases, the student may use the old procedure: print the agreement, sign it by hand, and send it by post to the University of Ljubljana.","Only in exceptional cases, if a student cannot obtain a digital signature for justified reasons, the agreement may be printed, signed by hand, and sent by post to the University of Ljubljana.",0.9465,0.9603,0.9533
Q32,How is the Erasmus+ scholarship paid?,"The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of mobility.","The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities, and 80% of standard travel support. The remaining funds are paid after successful completion of the Erasmus+ exchange. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.9301,0.9735,0.9513
Q33,When is the first Erasmus+ payment transferred?,"After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.","After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.",1.0,1.0,1.0
Q34,What is the monthly Erasmus+ grant for Group 1 countries in 2026/27?,"The monthly grant for Group 1 high-cost countries is 674 EUR. This group includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Ireland, Italy, Liechtenstein, Luxembourg, the Netherlands, Norway, and Sweden.","The monthly Erasmus+ financial support depends on the host country group. For Group 1 countries, the amount is 674 EUR per month.",0.9045,0.8086,0.8539
Q35,What is the monthly Erasmus+ grant for Group 2 countries in 2026/27?,"The monthly grant for Group 2 medium-cost countries is 606 EUR. This group includes Cyprus, Czech Republic, Estonia, Greece, Latvia, Malta, Portugal, Slovakia, and Spain.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.83,0.7903,0.8097
Q36,What is the monthly Erasmus+ grant for Group 3 countries in 2026/27?,"The monthly grant for Group 3 lower-cost countries is 550 EUR. This group includes Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey.",550 EUR per month.,0.9176,0.7956,0.8523
Q37,Can students with fewer opportunities receive extra Erasmus+ funding?,Yes. Eligible students with fewer opportunities may receive an additional grant of 250 EUR per month if they meet the criteria and upload the required supporting documents when submitting the financial support application.,"Yes, students who meet the eligibility criteria can receive an additional grant of 250 EUR per month if they upload the required supporting documents when applying for Erasmus+ financial support.",0.9468,0.9506,0.9487
Q38,Can I submit documents for the additional grant for fewer opportunities later?,No. The supporting document for the additional grant must be uploaded when submitting the Erasmus+ financial support application. Later submission is not possible.,Late applications are not considered for the additional grant for students with fewer opportunities. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.8627,0.8773,0.8699
Q39,What are some examples of eligibility for the additional grant for fewer opportunities?,"A student may be eligible if they have special needs status, special student status, relevant CSD/ZZZS/ZRSŠ/ZPIZ documentation, come from a single-parent or foster family, are a parent of a child under 26, have international protection in Slovenia, or are a member of the Roma community.","Students may be eligible if they:

*   have the status of a student with special needs;
*   have a special student status, such as categorized athlete, recognized artist or cultural worker, participant in international competitions, or parent;
*   or if the student or a family member in the same household has an eligible decision issued by CSD, ZZZS, ZRSŠ, or ZPIZ;
*   come from a single-parent family;
*   are a parent of a child under 26 years of age;
*   come from a foster family.",0.8396,0.9038,0.8705
Q40,What if my name is not on the document proving eligibility for the fewer opportunities grant?,"If the student’s name is not listed on the decision or document, they must attach proof that they live in the same household as the person named in the document.","If the student’s name is not listed on the supporting decision, they must attach proof that they live in the same household as the person named in the decision.",0.9847,0.9799,0.9823
Q41,Can non-Slovenian students apply for the additional grant for fewer opportunities?,Yes. Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving a disadvantaged background according to comparable criteria.,Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving disadvantaged background according to comparable criteria.,0.9811,0.9731,0.9771
Q42,What is travel support?,"Travel support is Erasmus+ funding for travel costs. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated with the EU Distance Calculator, and on whether the travel is green or non-green.","Travel support is an entitlement for students. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated using the EU Distance Calculator. Non-green travel receives 28 EUR or 211 EUR depending on the distance, while green travel receives 56 EUR or 285 EUR respectively.",0.9119,0.9343,0.923
Q43,What is the Erasmus+ travel support for 100–499 km?,"For 100–499 km, non-green travel support is 211 EUR and green travel support is 285 EUR.","For a distance of 100–499 km, non-green travel support is 211 EUR, and green travel support is 285 EUR.",0.9707,0.9875,0.979
Q44,What is the Erasmus+ travel support for 500–1999 km?,"For 500–1999 km, non-green travel support is 309 EUR and green travel support is 417 EUR.","Non-green travel: 309 EUR, Green travel: 417 EUR. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.868,0.8976,0.8826
Q45,What counts as green travel?,"Green travel means that more than 50% of the journey to and from the mobility destination is completed using low-emission transport such as bus, train, bicycle, or shared transport such as GoOpti.","Green travel means that the majority of the journey, more than 50% to and from the mobility destination, is completed using low-emission transport. This includes bus, train, bicycle, and other shared transport like GoOpti. Airplanes, motorcycles, cars (including carpooling), and boats are not considered green transport.",0.919,0.9594,0.9387
Q46,Does carpooling count as green travel?,"No. Airplanes, motorcycles, cars including carpooling, and boats are not considered green means of transport in the provided guidance.","No, carpooling is not considered green transport. According to the document, “car, including carpooling” is explicitly listed as *not* being green transport.",0.898,0.8962,0.8971
Q47,How do I prove green travel?,"The student must provide appropriate documents such as tickets showing the travel date and route, receipts, and a declaration of honor. The travel dates must match the mobility dates confirmed in the certificate of duration.","You can prove green travel with tickets showing date and route, receipts, and a declaration of honor. The travel dates on these documents must match the mobility dates confirmed in the certificate of duration.",0.9572,0.9576,0.9574
Q48,Can I get funding for extra travel days if I travel green?,Yes. Students using green travel may request funding for up to 6 additional travel days if needed: up to 3 days for departure and up to 3 days for return.,"Yes, students using green travel may request funding for additional travel days, up to a maximum of 6 days – 3 days for departure and 3 days for return. This requires submitting appropriate documentation like tickets and receipts.",0.9411,0.9615,0.9512
Q49,What is the Erasmus+ Interrail Pass?,It is an Interrail Global Pass intended to encourage green transport for Erasmus+ participants. It is available as 4 or 6 travel days within a 6-month period.,"An Erasmus+ Interrail Global Pass is available in two options: 4 travel days within a 6-month period, or 6 travel days within a 6-month period.",0.938,0.9268,0.9324
Q50,How long must an Erasmus+ exchange last?,"An Erasmus+ exchange must last at least 2 full months, or 60 days.","An Erasmus+ exchange must last at least 2 full months, meaning 60 days.",0.9917,0.9917,0.9917
Q51,What is the maximum length of an Erasmus+ exchange?,"An Erasmus+ exchange may last up to 12 months, although financial support is limited to 5 months for one-semester exchanges and 10 months for two-semester exchanges.",An Erasmus+ exchange may last up to 12 months.,0.9755,0.8897,0.9306
Q52,How much financial support can I receive for one semester?,"The maximum Erasmus+ financial support for a one-semester exchange is limited to 5 months, or 150 days.","The monthly Erasmus+ financial support depends on the host country group. In Group 1 countries, you would receive 674 EUR per month, and in Group 2 countries, you would receive 606 EUR per month. However, if you have fewer opportunities, you could receive an additional 250 EUR per month. For a shorter exchange (less than 3 months), Erasmus+ financial support is limited to 3 months.",0.8618,0.904,0.8824
Q53,How much financial support can I receive for a full-year exchange?,"The maximum Erasmus+ financial support for a two-semester exchange is limited to 10 months, or 300 days.","For a full academic year exchange, you must complete at least 40 ECTS credits abroad and have them recognized at your home institution. The monthly Erasmus+ financial support depends on the host country group – either 674 EUR per month in a high-cost country or 606 EUR per month in a medium-cost country. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.8395,0.8942,0.866
Q54,Can I stay abroad longer than the funded period?,"Yes. A student may stay on mobility longer, up to the Erasmus+ maximum period, but without financial support beyond the funding limits.","Students may stay longer, up to 12 months, or up to 24 months for integrated study programs if they haven’t used Erasmus+ mobility at the current study level, but without financial support beyond the funding limits.",0.8997,0.9359,0.9174
Q55,What counts as the first day of Erasmus+ mobility?,"The first day is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.","The first day of mobility is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.",0.9837,0.9898,0.9868
Q56,What counts as the last day of Erasmus+ mobility?,"The last day is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.","The last day of mobility is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.",0.9825,0.9905,0.9865
Q57,What is combined or blended mobility?,Combined or blended mobility means that physical mobility abroad is combined with a virtual mobility component. The virtual part is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,"Blended mobility combines a study period abroad with a virtual component at the receiving institution. It can be done before, during, or after a physical mobility to enhance learning outcomes.",0.878,0.8715,0.8747
Q58,How long must I stay physically abroad in combined mobility to receive Erasmus+ funding?,"For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support and additional grants.","For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support.",0.9961,0.9832,0.9896
Q59,Who is responsible for arranging accommodation?,The student is responsible for arranging accommodation. The University of Ljubljana is not responsible for housing issues.,Arranging accommodation is the responsibility of each student. The University of Ljubljana is not responsible for housing issues.,0.9635,0.9677,0.9656
Q60,What should I be careful about when searching for accommodation?,Students should be cautious because online accommodation scams are common. They should not transfer money in advance without verified information and without properly checking the accommodation.,Students should be cautious when searching for accommodation because online scams are common. You should not transfer money in advance without verified information and without properly checking the accommodation.,0.9748,0.9864,0.9806
Q61,Is OLS language assessment mandatory?,"In the UL financial support guidance, OLS is described as not mandatory but highly recommended. Some host universities may still require language proof, so students should follow the latest UL and host institution instructions.","The OLS language assessment is a prerequisite for mobility, but it is optional. It is highly recommended. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.879,0.8718,0.8754
Q62,Can the host university require a language certificate?,"Yes. Some host universities may require proof of language proficiency or certificates such as IELTS, TOEFL, Cambridge, or equivalent documents.","Some universities may still require certificates (IELTS, TOEFL, Cambridge).",0.9232,0.8925,0.9076
Q63,What is the purpose of OLS?,"OLS, or Online Language Support, is designed to help Erasmus+ students improve their knowledge of the main language of instruction before and during their stay abroad.",OLS is not mandatory but is highly recommended.,0.8733,0.8311,0.8517
Q64,What rights do Erasmus+ students have before mobility?,"Before mobility, students are entitled to guidance on the application process, information about the receiving institution, information about recognition and grading systems, information about insurance, housing, visas if needed, and support for special needs.","You are entitled to receive guidance on the application process and information on the receiving institution/organisation, as well as on activities available for the mobility period abroad.",0.9045,0.8887,0.8965
Q65,What agreements must Erasmus+ students sign before mobility?,Students must sign a Grant Agreement with the sending institution and a Learning Agreement with the sending and receiving institutions.,You must sign a grant agreement with the sending institution and a learning agreement with the sending and receiving institutions.,0.992,0.992,0.992
Q66,Do Erasmus+ students have to pay tuition fees at the host university?,"No. Erasmus+ students must not be charged tuition, registration, examination, laboratory, or library access fees during the mobility period.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.8308,0.8334,0.8321
Q67,Can the host institution charge any small fees?,"Yes. A student may be charged small fees on the same basis as local students, such as fees for insurance, student union membership, or study-related materials and equipment.","Students do NOT pay tuition, exams, or for lab/library usage. Possible small fees include insurance, student organizations, and materials.",0.8974,0.8907,0.894
Q68,What rights do Erasmus+ students have during mobility?,"During mobility, students have the right to equal treatment, non-discrimination, academic freedom, access to mentors or buddy networks where available, information about student organizations and support services, and continuation of the same home-country student grants or loans.","You are entitled to equal and equitable access and opportunities under the Erasmus+ programme, as well as to fair, inclusive and transparent procedures at all stages of your mobility. You are also entitled to be treated equally to home students/employees and not be discriminated against on the basis of various factors such as age, ethnicity, gender, etc. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.8465,0.8621,0.8542
Q69,What duties do Erasmus+ students have during mobility?,"Students must respect the rules of the receiving institution and host country, follow codes of conduct, act responsibly, avoid behavior that poses health or safety risks, respect academic integrity, and perform their academic obligations to the best of their ability.","You are encouraged to share your mobility experience with friends, fellow students, staff in the home institution, journalists etc. to let other people know and benefit from it. Your sending and/or receiving institution may decide to end your mobility period abroad if you do not respect the Erasmus+ Charter.",0.8426,0.8399,0.8413
Q70,Can I request changes to the Learning Agreement during mobility?,Yes. Erasmus+ students can request changes to the Learning Agreement within the deadline decided by the sending and receiving institutions. The changes must be validated by the relevant parties.,"Yes, you are entitled to request changes to the learning agreement within the deadline decided by the sending and receiving institutions. You can initiate these changes within five weeks after the start of each semester, and requests should be agreed upon within two weeks following the request.",0.9128,0.9327,0.9226
Q71,When should I request an extension of mobility?,A request to extend the mobility period must be submitted at least one month before the end of the originally planned mobility period.,A request can be made by the student at the latest one month before the foreseen end date.,0.9233,0.9162,0.9198
Q72,What recognition am I entitled to after mobility?,"The student is entitled to full automatic academic recognition from the sending institution for activities successfully completed during mobility, as long as they are in accordance with the Learning Agreement.","The credits earned during your mobility period will be counted towards your degree, following the principles of the Council Recommendation on promoting automatic mutual recognition of higher education diplomas. You can either confirm automatic recognition or justify the reason for awarding an alternative recognition.",0.8642,0.8716,0.8679
Q73,When should the receiving institution issue the Transcript of Records?,"The receiving institution should issue the Transcript of Records, preferably in digital format, within five weeks of the publication of the student’s results.",The Receiving Institution should send a Transcript of Records to the student and the Sending Institution within a period stipulated in the Digital Inter-Institutional Agreement (normally within five weeks after publication/proclamation of the student’s results at the Receiving Institution).,0.899,0.9413,0.9197
Q74,What must I do after Erasmus+ mobility?,"The student must submit required documentation via the UL portal and Studis, and complete the participant report providing feedback about the Erasmus+ mobility period.","You are encouraged to share your mobility experience with friends, fellow students, staff in the home institution, journalists etc. to let other people know and benefit from it. Also, please get in touch with your sending and/or receiving institution on what are the options available to you to make your Erasmus+ experience more environmentally friendly. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.8399,0.8636,0.8516
Q75,When must I submit documents after returning from Erasmus+?,"The student must submit documents as soon as they have all required documentation, no later than 3 months after the end of the exchange or before the end of the academic year in Studis.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.8448,0.8286,0.8366
Q76,Who can help me if I have problems during Erasmus+?,"The student can contact the coordinator at the host institution, the Erasmus mentor, the FRI coordinator, the UL international office, or FRI tutors.","You can contact the FRI Erasmus office via email at erasmus@fri.uni-lj.si or visit them during their office hours, which are Monday 10:00–11:00 (Zoom or in person). You can also contact Erika Bolcina at erika.bolcina@uni-lj.si for early information.",0.8208,0.8788,0.8488
Q77,What is the FRI Erasmus contact email?,The FRI Erasmus contact email is erasmus@fri.uni-lj.si.,The FRI Erasmus office email is erasmus@fri.uni-lj.si.,0.9805,0.9812,0.9808
Q78,What are the FRI Erasmus office hours?,"The office hours are Monday from 10:00 to 11:00, online by Zoom or in office R3.03.",Monday 10:00–11:00 (Zoom or in person).,0.8898,0.857,0.8731
Q79,What visa or residence rule should the assistant follow for Erasmus+ questions?,"The assistant should explain that visa and residence requirements depend on citizenship, destination country, mobility duration, and national legislation. Students should verify information with the host institution, embassy or consulate, official government immigration portals, and Erasmus+ guidance resources.","Visa, residence, and immigration requirements depend on your citizenship, destination country, mobility duration, and national legislation. Students should always verify requirements with official authorities, follow instructions from the host institution, and consult the relevant embassy or consulate before travel. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.9025,0.9183,0.9103
Q80,What residence rights do EU citizens have as students in another EU country?,"EU citizens generally have the right to live in another EU country for the duration of their studies if they are enrolled at an approved educational institution, have sufficient financial resources, and have comprehensive health insurance.","An EU citizen has the right to live in another EU country for the duration of their studies if they are enrolled at an approved educational institution, have sufficient financial resources to support themselves, and have comprehensive health insurance coverage. The host country cannot require the student to have income above the level needed for basic income support.",0.9305,0.972,0.9508
Q81,Can an EU student be required to register residence immediately after arrival?,"During the first 3 months, the host country generally cannot require residence registration. After 3 months, it may require the student to register with local authorities and prove enrollment, health insurance, and sufficient resources.","Requirements depend on the student’s citizenship, the host country, duration of stay, and local immigration legislation. During the first 3 months of stay, the host country generally cannot require residence registration.",0.9105,0.9007,0.9055
Q82,What documents may an EU student need for residence registration after 3 months?,"The student may need proof of enrollment, proof of comprehensive health insurance, and a declaration of sufficient financial resources.","Residence registration forms are required. During the first 3 months of stay, the host country generally cannot require residence registration. You should also verify information with the host institution, official embassy or consulate websites, and official government immigration portals.",0.8391,0.8599,0.8494
Q83,What should non-EU students know about visa and residence requirements?,"Non-EU students may need a student visa, temporary residence permit, proof of enrollment, proof of accommodation, proof of financial means, and health insurance. Requirements depend on citizenship, host country, duration of stay, and local legislation.","Non-EU students participating in Erasmus+ mobility may require a student visa, temporary residence permit, proof of enrollment, proof of accommodation, proof of financial means, and health insurance. They may also need a declaration of sufficient financial resources. Non-EU students may need private health insurance or local insurance coverage, and some countries require registration upon arrival. Always verify information with the host institution, official embassy or consulate websites, and official government immigration portals. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.8764,0.9442,0.9091
Q84,When should non-EU students start visa or residence procedures?,They should start early because visa and residence procedures may take several weeks or months. They should follow host institution instructions and consult the relevant embassy or consulate.,Students are strongly advised to begin preparations early. Visa and residence procedures may take several weeks or months. It’s best to consult the relevant embassy or consulate.,0.9375,0.9385,0.938
Q85,What official resource should non-EU students use for EU immigration information?,They should consult the EU Immigration Portal: https://home-affairs.ec.europa.eu/policies/migration-and-asylum/eu-immigration-portal_en,"Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving disadvantaged background according to comparable criteria. You should also consult the relevant embassy or consulate before travel. Additionally, you can find useful information on the EU Immigration Portal: https://home-affairs.ec.europa.eu/policies/migration-and-asylum/eu-immigration-portal_en and the Your Europe - Student Residence Rights in the EU page: https://europa.eu/youreurope/citizens/residence/residence-rights/students/index_en.htm.",0.8729,0.9584,0.9137
