id,question,expected,model_prediction,f1,has_key_info,gemini_score,gemini_assessment,gemini_explanation,time_s
Q18,Can I do my bachelor’s or master’s thesis abroad?,"Yes, but not at all institutions. The student needs a mentor at FRI and a mentor at the host institution, and the thesis work must be included in the Learning Agreement.","Possible but not at all institutions. A bachelor thesis counts for 6 ECTS, and a master thesis counts for 24 ECTS. You will need a mentor at both FRI and the host institution, and it must be included in your Learning Agreement.",0.6667,True,100,CORRECT,"The model answer contains all the information from the expected answer and adds relevant, helpful details about ECTS credits.",8.27
Q19,How many ECTS does thesis work count for in the Erasmus+ context?,"In the UL FRI guidance, bachelor thesis work is listed as 6 ECTS and master thesis work as 24 ECTS.","If a student goes abroad mainly to prepare a final thesis, or obtains fewer than 20 ECTS credits during the exchange, Erasmus+ financial support is limited to 3 months. The thesis/doctoral work and the associated workload in ECTS credits will be included in Table B, if relevant for the sending institution.",0.2034,True,30,INCORRECT,"The model does not answer the question about the number of ECTS credits for thesis work. Instead, it provides related but irrelevant information about financial support rules.",10.1
Q20,What is the Erasmus+ financial support application?,It is the University of Ljubljana online application through which selected students apply for Erasmus+ financial support and access or complete the Online Learning Agreement.,"The Erasmus+ financial support application is an online application available at https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp, which you use to access or complete the Online Learning Agreement (OLA).",0.5455,True,65,PARTIALLY_CORRECT,"The model correctly identifies the application as an online tool for the Online Learning Agreement but omits its primary purpose, which is to apply for Erasmus+ financial support.",10.43
Q21,Where do I apply for Erasmus+ financial support?,Students apply through the University of Ljubljana online financial support application at: https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp,The online financial support application must be complete at least 10 working days before the start of mobility.,0.4,True,25,INCORRECT,"The model provides a deadline for the application, failing to answer the user's question about where to apply. The answer addresses ""when"" to apply, not ""where"".",8.94
Q22,When must my Erasmus+ financial support application be complete?,"The application must be complete at least 10 working days before the start of mobility, although final deadlines also apply depending on the exchange semester.",The online financial support application must be complete at least 10 working days before the start of mobility.,0.65,True,85,PARTIALLY_CORRECT,"The model correctly provides the primary deadline of 10 working days before mobility begins, but it omits the key detail that final deadlines may also apply depending on the semester.",10.46
Q23,What are the final deadlines for Erasmus+ financial support in 2026/27?,"For students going in the first semester or for the full academic year, the final deadline is 15 October 2026. For students going in the second semester, the final deadline is 15 March 2027. However, the application must still be complete at least 10 working days before mobility starts, so many students have an earlier practical deadline.","First semester or full academic year exchange: 15 October 2026.
Second semester exchange: 15 March 2027.",0.4,True,80,PARTIALLY_CORRECT,The model correctly provides the two final deadlines but omits the important practical detail that applications must be complete 10 working days before mobility starts.,9.69
Q24,"If my exchange starts on 1 September 2026, is 15 October still my deadline?","No. If the exchange starts on 1 September 2026, the application must be completed earlier, for example by 15 August 2026, because the complete application is required before the start of mobility.","Yes, 15 October 2026 is your deadline. The system recognizes students based on their original exchange application data, including the period for which they applied. If you later change the semester or shorten the exchange period, you may still need to select the original period during registration.",0.2424,True,0,HALLUCINATED,"The model's answer is the direct opposite of the expected answer, incorrectly stating that the deadline is after the exchange has already begun. The provided explanation is irrelevant to the user's question about deadlines.",11.3
Q25,What documents do I need for the Erasmus+ financial support application?,"The required documents include a Letter of Acceptance, Learning Agreement, copy or photo of a Slovenian bank card, certificate of enrollment for 2026/27, and supporting documents for additional grants if applicable. OLS language assessment results may also be uploaded if completed.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0727,False,20,INCORRECT,"The model failed to answer the question and did not provide the required list of documents, instead giving a generic fallback response.",10.03
Q26,Can an email from the host university count as a Letter of Acceptance?,"Yes. The Letter of Acceptance may be an official letter, an email confirming acceptance, or a fully signed Learning Agreement, depending on the instructions.","Yes, an email confirming acceptance can count as a Letter of Acceptance.",0.4118,True,80,PARTIALLY_CORRECT,"The model correctly answers the question but omits the other valid forms of acceptance mentioned in the expected answer, such as an official letter or a signed Learning Agreement.",10.13
Q27,What if I cannot get the host coordinator’s signature on the Learning Agreement before the application deadline?,The student may temporarily upload a Learning Agreement signed only by the student and the home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.,"If the host institution coordinator cannot sign the Learning Agreement before the application deadline, the student may temporarily upload a Learning Agreement signed only by the student and home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.",0.8525,True,100,CORRECT,"The model answer is a near-verbatim match to the expected answer, accurately providing both the temporary solution and the final deadline.",8.04
Q28,Can Erasmus+ payments be made to any bank account?,No. Payments can only be made to bank accounts opened in the Republic of Slovenia.,Payments can only be made to bank accounts opened in the Republic of Slovenia. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.5957,True,65,PARTIALLY_CORRECT,"The model provides the correct answer but then immediately contradicts itself by stating it does not have the information, which makes the response confusing.",9.25
Q29,What happens after I submit the complete Erasmus+ financial support application?,"After the application is complete and all required documents are uploaded, the student receives the Erasmus+ Grant Agreement by email with signing instructions.",The remaining funds are paid after successful completion of the Erasmus+ exchange.,0.25,False,25,INCORRECT,The model's answer describes the final step of the funding process. It fails to answer the user's question about the immediate next step after submitting the application.,11.11
Q30,How do I sign the Erasmus+ Grant Agreement?,The agreement normally has to be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure.,The agreement must normally be signed using a qualified digital signature and uploaded back into the Erasmus+ application.,0.7317,True,75,PARTIALLY_CORRECT,The model answer correctly states how to sign and submit the agreement but omits the important deadline of at least 10 days before departure.,8.21
Q31,What if I cannot obtain a qualified digital signature?,"Only in justified exceptional cases, the student may use the old procedure: print the agreement, sign it by hand, and send it by post to the University of Ljubljana.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0909,False,20,INCORRECT,"The model failed to answer the question and instead provided a generic response stating it did not have the information. It did not mention the alternative procedure of printing, signing, and sending the document by post.",10.82
Q32,How is the Erasmus+ scholarship paid?,"The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of mobility.","The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities, and 80% of standard travel support. The remaining funds are paid after successful completion of the Erasmus+ exchange.",0.9,True,100,CORRECT,"The model answer provides all the key information from the expected answer, using slightly different but equivalent phrasing.",9.41
Q33,When is the first Erasmus+ payment transferred?,"After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.","The first payment includes 80% of the specified amounts, and these are paid before the exchange, but the remaining funds are paid after successful completion of the Erasmus+ exchange.",0.2727,True,65,PARTIALLY_CORRECT,The model correctly states the payment is made before the exchange but omits the key details that the transfer happens within 30 days of returning the signed Grant Agreement. It also includes irrelevant information about the payment amount.,10.79
Q34,What is the monthly Erasmus+ grant for Group 1 countries in 2026/27?,"The monthly grant for Group 1 high-cost countries is 674 EUR. This group includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Ireland, Italy, Liechtenstein, Luxembourg, the Netherlands, Norway, and Sweden.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0417,False,20,INCORRECT,"The model failed to answer the question and did not provide the specific grant amount. Instead, it gave a generic response stating it could not find the information.",10.09
Q35,What is the monthly Erasmus+ grant for Group 2 countries in 2026/27?,"The monthly grant for Group 2 medium-cost countries is 606 EUR. This group includes Cyprus, Czech Republic, Estonia, Greece, Latvia, Malta, Portugal, Slovakia, and Spain.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0455,False,20,INCORRECT,"The model failed to answer the question, stating it did not have the information in its knowledge base. It did not provide the grant amount or the list of countries.",9.44
Q36,What is the monthly Erasmus+ grant for Group 3 countries in 2026/27?,"The monthly grant for Group 3 lower-cost countries is 550 EUR. This group includes Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey.",The monthly Erasmus+ grant for students from Group 3 countries is 550 EUR.,0.5405,True,75,PARTIALLY_CORRECT,"The model correctly states the grant amount but omits the list of specific countries included in Group 3, which is a key detail from the expected answer.",10.27
Q37,Can students with fewer opportunities receive extra Erasmus+ funding?,Yes. Eligible students with fewer opportunities may receive an additional grant of 250 EUR per month if they meet the criteria and upload the required supporting documents when submitting the financial support application.,"Yes, students who meet the eligibility criteria can receive an additional grant of 250 EUR per month if they upload the required supporting documents when applying for Erasmus+ financial support.",0.7,True,100,CORRECT,"The model answer correctly confirms that extra funding is available and accurately states the amount and conditions, providing a complete and equivalent response.",8.38
Q38,Can I submit documents for the additional grant for fewer opportunities later?,No. The supporting document for the additional grant must be uploaded when submitting the Erasmus+ financial support application. Later submission is not possible.,Late applications are not considered.,0.0769,False,40,INCORRECT,"The model misinterprets the user's question about submitting supporting documents later, and instead provides a generic answer about late applications. It fails to provide the key detail that documents must be submitted at the same time as the main application.",12.78
Q39,What are some examples of eligibility for the additional grant for fewer opportunities?,"A student may be eligible if they have special needs status, special student status, relevant CSD/ZZZS/ZRSŠ/ZPIZ documentation, come from a single-parent or foster family, are a parent of a child under 26, have international protection in Slovenia, or are a member of the Roma community.","A student may be eligible if they have the status of a student with special needs, have a special student status like being a categorized athlete, recognized artist, or participant in international competitions, or if a family member has an eligible decision issued by CSD, ZZZS, ZRSŠ, or ZPIZ.",0.4286,True,65,PARTIALLY_CORRECT,"The model correctly identifies students with special needs, special student status, and those with relevant documentation. However, it omits several other key eligibility criteria, such as coming from a single-parent family, being a parent, or having international protection status.",9.14
Q40,What if my name is not on the document proving eligibility for the fewer opportunities grant?,"If the student’s name is not listed on the decision or document, they must attach proof that they live in the same household as the person named in the document.","If the student’s name is not listed on the supporting decision, they must attach proof that they live in the same household as the person named in the decision.",0.8511,True,100,CORRECT,"The model answer correctly states the required action and proof, providing information that is a direct and accurate equivalent of the expected answer.",8.47
Q41,Can non-Slovenian students apply for the additional grant for fewer opportunities?,Yes. Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving a disadvantaged background according to comparable criteria.,"Yes, students may receive an additional grant of 250 EUR per month if they meet the eligibility criteria and upload the required supporting documents when submitting the Erasmus+ financial support application.",0.1538,True,65,PARTIALLY_CORRECT,"The model correctly confirms that non-Slovenian students are eligible for the grant, but it omits the key detail that they must provide equivalent official documents with translations.",11.1
Q42,What is travel support?,"Travel support is Erasmus+ funding for travel costs. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated with the EU Distance Calculator, and on whether the travel is green or non-green.","Students are entitled to travel support. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated using the EU Distance Calculator: https://erasmus-plus.ec.europa.eu/resources-and-tools/distance-calculator. Non-green travel receives 28 EUR, while green travel receives 56 EUR depending on the distance.",0.5172,True,65,PARTIALLY_CORRECT,"The model correctly identifies that the amount depends on distance and the type of travel (green/non-green). However, it provides specific monetary values without the necessary context of distance bands, which makes the information about the amount misleading.",12.55
Q43,What is the Erasmus+ travel support for 100–499 km?,"For 100–499 km, non-green travel support is 211 EUR and green travel support is 285 EUR.","Non-green travel: 211 EUR
Green travel: 285 EUR",0.5263,True,100,CORRECT,The model correctly provides the support amounts for both non-green and green travel as specified in the expected answer.,9.81
Q44,What is the Erasmus+ travel support for 500–1999 km?,"For 500–1999 km, non-green travel support is 309 EUR and green travel support is 417 EUR.","For distances 100–499 km, non-green travel receives 211 EUR, and green travel receives 285 EUR.",0.5385,True,25,INCORRECT,The model provided the travel support amounts for the wrong distance bracket (100–499 km) instead of the requested one (500–1999 km).,12.1
Q45,What counts as green travel?,"Green travel means that more than 50% of the journey to and from the mobility destination is completed using low-emission transport such as bus, train, bicycle, or shared transport such as GoOpti.","Green transport includes bus, train, bicycle, and other shared transport like GoOpti. The majority of the journey must be completed using these methods.",0.5306,True,100,CORRECT,"The model answer correctly identifies the types of transport and accurately uses ""the majority"" as a synonym for ""more than 50%"", conveying all essential information.",9.11
Q46,Does carpooling count as green travel?,"No. Airplanes, motorcycles, cars including carpooling, and boats are not considered green means of transport in the provided guidance.","No, carpooling is not considered green transport. According to the document, “car, including carpooling” is explicitly listed as not being green transport.",0.2703,True,100,CORRECT,The model correctly answers the question and accurately quotes the source document to support its answer.,9.0
Q47,How do I prove green travel?,"The student must provide appropriate documents such as tickets showing the travel date and route, receipts, and a declaration of honor. The travel dates must match the mobility dates confirmed in the certificate of duration.","You can prove green travel with tickets showing date and route, receipts, and a declaration of honor. The travel dates on the documents must match the mobility dates confirmed in the certificate of duration.",0.7925,True,100,CORRECT,The model answer correctly identifies all the necessary documents and includes the key condition that the travel dates must match the certificate of duration.,9.06
Q48,Can I get funding for extra travel days if I travel green?,Yes. Students using green travel may request funding for up to 6 additional travel days if needed: up to 3 days for departure and up to 3 days for return.,"Yes, you can. Students using green travel may request funding for additional travel days, up to a maximum of 6 days – up to 3 days for departure and up to 3 days for return.",0.7556,True,100,CORRECT,"The model answer provides the same information as the expected answer, confirming the policy and correctly stating the number of additional days and their breakdown.",8.91
Q49,What is the Erasmus+ Interrail Pass?,It is an Interrail Global Pass intended to encourage green transport for Erasmus+ participants. It is available as 4 or 6 travel days within a 6-month period.,"The Erasmus+ Interrail Pass is available in two options: 4 travel days within a 6-month period, or 6 travel days within a 6-month period.",0.6364,True,65,PARTIALLY_CORRECT,The model correctly states the available travel day options but omits the key context that it is an Interrail Global Pass for Erasmus+ participants intended to encourage green transport.,9.16
Q50,How long must an Erasmus+ exchange last?,"An Erasmus+ exchange must last at least 2 full months, or 60 days.","An Erasmus+ exchange must last at least 2 full months, meaning 60 days.",0.9231,True,100,CORRECT,"The model answer provides the same information as the expected answer, correctly stating the minimum duration of an Erasmus+ exchange in both months and days.",7.09
Q51,What is the maximum length of an Erasmus+ exchange?,"An Erasmus+ exchange may last up to 12 months, although financial support is limited to 5 months for one-semester exchanges and 10 months for two-semester exchanges.",An Erasmus+ exchange may last up to 12 months.,0.5,True,70,PARTIALLY_CORRECT,The model correctly states the maximum 12-month duration but omits the key detail that financial support is limited to a shorter period.,8.85
Q52,How much financial support can I receive for one semester?,"The maximum Erasmus+ financial support for a one-semester exchange is limited to 5 months, or 150 days.","The monthly Erasmus+ financial support depends on the host country group. In Group 1 countries, you’ll receive 674 EUR per month, and in Group 2 countries, you’ll receive 606 EUR per month.",0.1951,True,65,PARTIALLY_CORRECT,"The model correctly provides the monthly financial support rates but fails to mention the maximum duration of 5 months, which is the key information needed to answer the question about a full semester.",8.91
Q53,How much financial support can I receive for a full-year exchange?,"The maximum Erasmus+ financial support for a two-semester exchange is limited to 10 months, or 300 days.","For a full academic year exchange, you must complete at least 40 ECTS credits abroad and have them recognized at your home institution. The first payment includes 80% of the basic Erasmus+ financial support and 80% of the additional grant for students with fewer opportunities, if applicable. The remaining funds are paid after successful completion of the Erasmus+ exchange.",0.1846,True,30,INCORRECT,"The model answer does not state the maximum duration or amount of financial support available. Instead, it provides unrelated information about academic requirements and the payment schedule.",10.46
Q54,Can I stay abroad longer than the funded period?,"Yes. A student may stay on mobility longer, up to the Erasmus+ maximum period, but without financial support beyond the funding limits.","Yes, you may stay longer, up to 12 months, or up to 24 months for integrated study programs if you haven’t used Erasmus+ mobility at your current study level, but without financial support beyond the funding limits.",0.5556,True,100,CORRECT,"The model answer correctly states that a student can stay longer without funding and provides the specific Erasmus+ maximum duration, which is a helpful and accurate addition.",8.08
Q55,What counts as the first day of Erasmus+ mobility?,"The first day is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.","The first day of mobility is the first day you must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It’s not necessarily the day of arrival.",0.9123,True,100,CORRECT,"The model answer is a near-verbatim match to the expected answer, providing a complete and accurate response.",10.14
Q56,What counts as the last day of Erasmus+ mobility?,"The last day is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.","The last day of mobility is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.",0.9778,True,100,CORRECT,"The model's answer is a verbatim match to the expected answer, providing a complete and accurate definition.",7.22
Q57,What is combined or blended mobility?,Combined or blended mobility means that physical mobility abroad is combined with a virtual mobility component. The virtual part is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,Blended mobility with short-term physical mobility involves a combination of physical mobility abroad and a virtual component.,0.4737,True,70,PARTIALLY_CORRECT,The model correctly defines the core concept of blended mobility but omits the important details about how the virtual component is treated regarding Erasmus+ funding and status quotas.,9.38
Q58,How long must I stay physically abroad in combined mobility to receive Erasmus+ funding?,"For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support and additional grants.","For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support.",0.8837,True,85,PARTIALLY_CORRECT,The model correctly states the minimum 2-month physical stay requirement for financial support but omits the detail about eligibility for additional grants.,10.92
Q59,Who is responsible for arranging accommodation?,The student is responsible for arranging accommodation. The University of Ljubljana is not responsible for housing issues.,Arranging accommodation is the responsibility of each student. The University of Ljubljana is not responsible for housing issues.,0.7857,True,100,CORRECT,"The model answer is a valid equivalent of the expected answer, correctly stating that the student is responsible for accommodation and the university is not.",7.5
Q60,What should I be careful about when searching for accommodation?,Students should be cautious because online accommodation scams are common. They should not transfer money in advance without verified information and without properly checking the accommodation.,Students should be cautious when searching for accommodation because online scams are common. You should not transfer money in advance without verified information and without properly checking the accommodation.,0.902,True,100,CORRECT,"The model answer contains all the key information from the expected answer, providing the same warning and advice.",10.7
Q61,Is OLS language assessment mandatory?,"In the UL financial support guidance, OLS is described as not mandatory but highly recommended. However, some Erasmus guidance documents still describe OLS as required for some mobility contexts. The safest answer is that students should follow the latest UL and host institution instructions since the requirement is dependent on chosen partner instituion and program.","The completion of the OLS assessment before departure is a prerequisite for the mobility. However, it’s not mandatory for native speakers or in duly justified cases. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.2353,False,30,INCORRECT,"The model incorrectly states that the OLS assessment is a mandatory prerequisite, which contradicts the expected answer. The correct guidance is that it is highly recommended but not always mandatory, and students should check the latest instructions for their specific program.",12.94
Q62,Can the host university require a language certificate?,"Yes. Some host universities may require proof of language proficiency or certificates such as IELTS, TOEFL, Cambridge, or equivalent documents.","Some universities may still require certificates (IELTS, TOEFL, Cambridge).",0.4286,True,85,PARTIALLY_CORRECT,"The model correctly confirms that certificates may be required and lists the key examples, but it omits the explicit 'Yes' and the broader concept of 'proof of language proficiency'.",12.56
Q63,What is the purpose of OLS?,"OLS, or Online Language Support, is designed to help Erasmus+ students improve their knowledge of the main language of instruction before and during their stay abroad.",OLS is not mandatory but is highly recommended.,0.0667,False,30,INCORRECT,"The model answer does not explain the purpose of OLS. It instead provides information about its requirement status, which fails to answer the user's question.",9.44
Q64,What rights do Erasmus+ students have before mobility?,"Before mobility, students are entitled to guidance on the application process, information about the receiving institution, information about recognition and grading systems, information about insurance, housing, visas if needed, and support for special needs.","You are entitled to equal and equitable access and opportunities under the Erasmus+ programme, as well as to fair, inclusive and transparent procedures at all stages of your mobility.",0.1887,False,30,INCORRECT,"The model answer provides a high-level principle of the Erasmus+ programme instead of the specific, practical entitlements students have before their mobility period begins.",11.83
Q65,What agreements must Erasmus+ students sign before mobility?,Students must sign a Grant Agreement with the sending institution and a Learning Agreement with the sending and receiving institutions.,The rights and obligations of Erasmus+ students are described in the Erasmus+ Student Charter.,0.2308,False,30,INCORRECT,"The model answer does not name the specific agreements that must be signed. It instead references the Erasmus+ Student Charter, which is a document outlining rights and obligations, not a signed agreement itself.",10.46
Q66,Do Erasmus+ students have to pay tuition fees at the host university?,"No. Erasmus+ students must not be charged tuition, registration, examination, laboratory, or library access fees during the mobility period.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.1026,False,20,INCORRECT,"The model failed to answer the question and instead provided a canned response stating it did not have the information. It should have provided the definitive ""No"" and explained the fee exemption.",10.78
Q67,Can the host institution charge any small fees?,"Yes. A student may be charged small fees on the same basis as local students, such as fees for insurance, student union membership, or study-related materials and equipment.","Students may be charged for things like insurance, student organizations, or materials.",0.3784,True,80,PARTIALLY_CORRECT,"The model correctly identifies that small fees can be charged and provides valid examples, but it omits the key condition that these fees must be on the same basis as those charged to local students.",10.0
Q68,What rights do Erasmus+ students have during mobility?,"During mobility, students have the right to equal treatment, non-discrimination, academic freedom, access to mentors or buddy networks where available, information about student organizations and support services, and continuation of the same home-country student grants or loans.","You are entitled to equal and equitable access and opportunities under the Erasmus+ programme, as well as to fair, inclusive and transparent procedures at all stages of your mobility.",0.2105,False,60,PARTIALLY_CORRECT,"The model answer correctly captures the general principles of equal treatment and fairness but omits the specific, concrete rights mentioned in the expected answer, such as academic freedom, access to support services, and continuation of grants.",9.34
