id,question,expected,model_prediction,f1,has_key_info,gemini_score,gemini_assessment,gemini_explanation,time_s
Q12,How many ECTS do I need for a full-year Erasmus+ study exchange?,"For a full academic year exchange, the student must complete at least 40 ECTS credits abroad and have them recognized at the home institution.","For a full academic year exchange, you must complete at least 40 ECTS credits abroad and have them recognized at the home institution.",0.9545,True,100,CORRECT,"The model answer is a perfect match to the expected answer, containing all the key information about the ECTS credit requirement and recognition.",9.17
Q13,What happens if I obtain fewer than 20 ECTS during one semester abroad?,"If the student obtains fewer than 20 ECTS during the exchange, Erasmus+ financial support may be limited to 3 months. Recognition of completed obligations depends on the content and how it matches the student’s study programme at FRI.","If a student goes abroad mainly to prepare a final thesis, or obtains fewer than 20 ECTS credits during the exchange, Erasmus+ financial support is limited to 3 months.",0.5484,True,70,PARTIALLY_CORRECT,The model correctly identifies the consequence for Erasmus+ financial support but omits the important detail about how the recognition of completed obligations is determined.,11.04
Q14,Can I take language courses during Erasmus+?,"Yes. According to the UL FRI guidance, language courses may be included as general elective courses, if accepted through the Learning Agreement process.","Yes, you are encouraged to use the Online Language Support (OLS) designed for Erasmus+ participants. Level B2 or higher is required for the OLS language course, which can be taken in your main language of instruction or the local language of the country if available. More details can be found at http://erasmusplusols.eu.",0.1587,False,40,INCORRECT,"The model's answer is on-topic but focuses on the supplementary Online Language Support (OLS) program. It completely misses the expected information about taking formal, credit-bearing language courses as electives through the Learning Agreement process.",13.85
Q15,Can I complete mandatory FRI courses remotely while I am on Erasmus+?,No. Mandatory FRI courses that the student should complete at FRI cannot be completed remotely during the Erasmus+ exchange.,"No, mandatory courses must match content, and they cannot be completed remotely during the exchange.",0.5625,True,95,CORRECT,"The model correctly answers the question that mandatory courses cannot be completed remotely. It includes a slightly irrelevant detail about content matching, but the core answer is accurate and aligns with the expected response.",11.39
Q16,Can I take an elective course abroad?,"Yes. For FRI elective courses, the student can usually choose a course abroad from the field of computer and information science, subject to coordinator approval through the Learning Agreement.","Yes, you can take an elective course as long as it’s related to computer science.",0.2439,True,60,PARTIALLY_CORRECT,"The model answer correctly confirms that an elective can be taken abroad if it is in the right field, but it omits the critical information about needing coordinator approval via a Learning Agreement.",11.19
Q17,Can I replace a mandatory FRI course with a course abroad?,"Yes, but only if the course abroad is sufficiently equivalent in content. If no equivalent course exists, another elective may be chosen instead, depending on approval.","No, mandatory courses must match content. If you want to replace a mandatory FRI course, it must be confirmed through the Learning Agreement process and approved by the UL FRI coordinator.",0.16,False,60,PARTIALLY_CORRECT,"The answer is misleading by starting with ""No,"" as replacement is possible under certain conditions. It correctly identifies the need for content equivalence but omits the key alternative of substituting with an elective.",14.98
Q18,Can I do my bachelor’s or master’s thesis abroad?,"Yes, but not at all institutions. The student needs a mentor at FRI and a mentor at the host institution, and the thesis work must be included in the Learning Agreement.","Possible but not at all institutions. It requires a mentor at FRI and a mentor at the host institution, and it must be included in your Learning Agreement. A final thesis abroad grants 6 ECTS for a bachelor’s thesis and 24 ECTS for a master’s thesis.",0.6786,True,100,CORRECT,"The model answer contains all the information from the expected answer and provides additional, relevant details about the ECTS credits.",9.08
Q19,How many ECTS does thesis work count for in the Erasmus+ context?,"In the UL FRI guidance, bachelor thesis work is listed as 6 ECTS and master thesis work as 24 ECTS.","According to the guidelines, a bachelor thesis counts for 6 ECTS, and a master thesis counts for 24 ECTS.",0.5,True,100,CORRECT,The model answer correctly provides the ECTS values for both bachelor and master thesis work as stated in the expected answer.,11.08
Q20,What is the Erasmus+ financial support application?,It is the University of Ljubljana online application through which selected students apply for Erasmus+ financial support and access or complete the Online Learning Agreement.,The Erasmus+ financial support application is an online application available at https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp. It’s also used to complete the Online Learning Agreement (OLA). The deadline for the first semester or full academic year exchange is 15 October 2026.,0.4074,True,15,HALLUCINATED,"While the model correctly identifies the application's purpose, it hallucinates a specific and incorrect deadline (15 October 2026), which is highly misleading.",15.57
Q21,Where do I apply for Erasmus+ financial support?,Students apply through the University of Ljubljana online financial support application at: https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp,The application is available through the University of Ljubljana online application: https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp.,0.5833,True,100,CORRECT,"The model answer provides the correct link and accurately states that the application is online through the University of Ljubljana, making it a valid equivalent to the expected answer.",10.31
Q22,When must my Erasmus+ financial support application be complete?,"The application must be complete at least 10 working days before the start of mobility, although final deadlines also apply depending on the exchange semester.",The online financial support application must be complete at least 10 working days before the start of mobility.,0.65,True,80,PARTIALLY_CORRECT,The model correctly provides the 10-day deadline but omits the important additional information that final deadlines also apply depending on the semester.,10.87
Q23,What are the final deadlines for Erasmus+ financial support in 2026/27?,"For students going in the first semester or for the full academic year, the final deadline is 15 October 2026. For students going in the second semester, the final deadline is 15 March 2027. However, the application must still be complete at least 10 working days before mobility starts, so many students have an earlier practical deadline.","Final application deadlines:
- First semester or full academic year exchange: 15 October 2026.
- Second semester exchange: 15 March 2027.",0.4407,True,75,PARTIALLY_CORRECT,The model correctly provides the final deadlines for both semesters but omits the important practical detail that applications must be complete at least 10 working days before the mobility starts.,9.82
Q24,"If my exchange starts on 1 September 2026, is 15 October still my deadline?","No. If the exchange starts on 1 September 2026, the application must be completed earlier, for example by 15 August 2026, because the complete application is required before the start of mobility.","Yes, 15 August 2026 is the deadline for your application. Remember that the complete application must be submitted at least 10 working days before the start of mobility. For early information, you may contact erika.bolcina@uni-lj.si.",0.4407,True,40,INCORRECT,"The model incorrectly answers ""Yes"" when the correct answer is ""No,"" creating a confusing and contradictory response. Although it provides a correct alternative deadline, the initial affirmation is fundamentally misleading.",18.18
Q25,What documents do I need for the Erasmus+ financial support application?,"The required documents include a Letter of Acceptance, Learning Agreement, copy or photo of a Slovenian bank card, certificate of enrollment for 2026/27, and supporting documents for additional grants if applicable. OLS language assessment results may also be uploaded if completed.","The application requires a Letter of Acceptance, a Learning Agreement, proof of sufficient financial resources, and proof of health insurance. You can also access or complete the Online Learning Agreement (OLA) through the university’s online application.  Please check https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp for more details.",0.3188,False,40,INCORRECT,"The model correctly identifies the Letter of Acceptance and Learning Agreement but omits several other required documents. It also incorrectly includes proof of financial resources and health insurance, which are generally required for the exchange program or visa, not the financial support application itself.",14.5
Q26,Can an email from the host university count as a Letter of Acceptance?,"Yes. The Letter of Acceptance may be an official letter, an email confirming acceptance, or a fully signed Learning Agreement, depending on the instructions.","Yes, an email confirming acceptance can be used as a Letter of Acceptance. However, it’s best to also have a formal acceptance letter if possible.",0.3636,True,75,PARTIALLY_CORRECT,"The model correctly confirms that an email can serve as a Letter of Acceptance. However, it omits the other valid option mentioned in the expected answer, which is a fully signed Learning Agreement.",12.18
Q27,What if I cannot get the host coordinator’s signature on the Learning Agreement before the application deadline?,The student may temporarily upload a Learning Agreement signed only by the student and the home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.,"If the host institution coordinator cannot sign the Learning Agreement before the application deadline, the student may temporarily upload a Learning Agreement signed only by the student and home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.",0.8525,True,100,CORRECT,"The model's answer is a near-perfect match to the expected answer, containing all the necessary information about the temporary submission and the final deadline.",8.41
Q28,Can Erasmus+ payments be made to any bank account?,No. Payments can only be made to bank accounts opened in the Republic of Slovenia.,Payments can only be made to bank accounts opened in the Republic of Slovenia. I don’t have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.5957,True,65,PARTIALLY_CORRECT,"The model provides the correct answer but then immediately and incorrectly states that it does not have the information in its knowledge base, which is a confusing contradiction.",12.64
Q29,What happens after I submit the complete Erasmus+ financial support application?,"After the application is complete and all required documents are uploaded, the student receives the Erasmus+ Grant Agreement by email with signing instructions.","After the financial support application is complete and all required attachments are uploaded, the student receives the Erasmus+ Grant Agreement by email.",0.7805,True,80,PARTIALLY_CORRECT,The model answer is mostly correct but omits the key detail that the email also contains signing instructions for the Grant Agreement.,10.18
Q30,How do I sign the Erasmus+ Grant Agreement?,The agreement normally has to be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure.,The agreement must normally be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure. The University of Ljubljana then digitally signs the agreement.,0.8148,True,100,CORRECT,"The model answer contains all the key information from the expected answer and adds a relevant, helpful detail about the university's subsequent action.",9.83
Q31,What if I cannot obtain a qualified digital signature?,"Only in justified exceptional cases, the student may use the old procedure: print the agreement, sign it by hand, and send it by post to the University of Ljubljana.","Only in exceptional cases, if a student cannot obtain a digital signature for justified reasons, the agreement may be printed, signed by hand, and sent by post to the University of Ljubljana.",0.6038,True,100,CORRECT,"The model answer contains all the key information from the expected answer, accurately describing the alternative procedure. The slight rephrasing does not alter the core meaning.",10.47
Q32,How is the Erasmus+ scholarship paid?,"The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of mobility.","The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities, and 80% of standard travel support. The remaining funds are paid after successful completion of the Erasmus+ exchange. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.6835,True,85,PARTIALLY_CORRECT,The model provides the correct payment details but then contradicts itself by stating it does not have the information in its knowledge base.,14.86
Q33,When is the first Erasmus+ payment transferred?,"After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.","After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.",1.0,True,100,CORRECT,"The model answer is identical to the expected answer, providing all the required information accurately.",7.64
Q34,What is the monthly Erasmus+ grant for Group 1 countries in 2026/27?,"The monthly grant for Group 1 high-cost countries is 674 EUR. This group includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Ireland, Italy, Liechtenstein, Luxembourg, the Netherlands, Norway, and Sweden.","The monthly Erasmus+ financial support depends on the host country group. For Group 1 countries, the amount is 674 EUR per month.",0.2917,False,85,PARTIALLY_CORRECT,The model correctly provides the grant amount for Group 1 countries but omits the list of which specific countries are included in this group.,10.5
Q35,What is the monthly Erasmus+ grant for Group 2 countries in 2026/27?,"The monthly grant for Group 2 medium-cost countries is 606 EUR. This group includes Cyprus, Czech Republic, Estonia, Greece, Latvia, Malta, Portugal, Slovakia, and Spain.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0455,False,25,INCORRECT,The model failed to answer the question and instead provided a generic fallback response. It did not state the grant amount or list the relevant countries.,10.75
Q36,What is the monthly Erasmus+ grant for Group 3 countries in 2026/27?,"The monthly grant for Group 3 lower-cost countries is 550 EUR. This group includes Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey.",550 EUR per month.,0.0714,False,80,PARTIALLY_CORRECT,"The answer correctly provides the grant amount but is missing the list of countries included in Group 3, which is a key detail from the expected answer.",12.11
Q37,Can students with fewer opportunities receive extra Erasmus+ funding?,Yes. Eligible students with fewer opportunities may receive an additional grant of 250 EUR per month if they meet the criteria and upload the required supporting documents when submitting the financial support application.,"Yes, students who meet the eligibility criteria can receive an additional grant of 250 EUR per month if they upload the required supporting documents when applying for Erasmus+ financial support.",0.7,True,100,CORRECT,"The model answer provides all the key information from the expected answer, including the confirmation, the grant amount, and the requirement to submit supporting documents.",11.7
Q38,Can I submit documents for the additional grant for fewer opportunities later?,No. The supporting document for the additional grant must be uploaded when submitting the Erasmus+ financial support application. Later submission is not possible.,Late applications are not considered for the additional grant for students with fewer opportunities. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.1887,True,30,INCORRECT,The model misinterprets the question about submitting documents later as a question about submitting the entire application late. It then contradicts itself by claiming it doesn't have the information after providing an answer.,12.52
Q39,What are some examples of eligibility for the additional grant for fewer opportunities?,"A student may be eligible if they have special needs status, special student status, relevant CSD/ZZZS/ZRSŠ/ZPIZ documentation, come from a single-parent or foster family, are a parent of a child under 26, have international protection in Slovenia, or are a member of the Roma community.","Students may be eligible if they:

*   have the status of a student with special needs;
*   have a special student status, such as categorized athlete, recognized artist or cultural worker, participant in international competitions, or parent;
*   or if the student or a family member in the same household has an eligible decision issued by CSD, ZZZS, ZRSŠ, or ZPIZ;
*   come from a single-parent family;
*   are a parent of a child under 26 years of age;
*   come from a foster family.",0.5055,True,80,PARTIALLY_CORRECT,The model answer correctly lists most of the eligibility criteria but omits students with international protection in Slovenia and members of the Roma community.,10.89
Q40,What if my name is not on the document proving eligibility for the fewer opportunities grant?,"If the student’s name is not listed on the decision or document, they must attach proof that they live in the same household as the person named in the document.","If the student’s name is not listed on the supporting decision, they must attach proof that they live in the same household as the person named in the decision.",0.8511,True,100,CORRECT,"The model answer is a near-perfect match to the expected answer, correctly stating the requirement to provide proof of living in the same household.",9.21
Q41,Can non-Slovenian students apply for the additional grant for fewer opportunities?,Yes. Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving a disadvantaged background according to comparable criteria.,Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving disadvantaged background according to comparable criteria.,0.9545,True,100,CORRECT,"The model answer is a near-perfect match to the expected answer, providing all the necessary details about the application process. Although it omits the explicit ""Yes,"" the information provided correctly and fully answers the user's question.",12.14
Q42,What is travel support?,"Travel support is Erasmus+ funding for travel costs. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated with the EU Distance Calculator, and on whether the travel is green or non-green.","Travel support is an entitlement for students. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated using the EU Distance Calculator. Non-green travel receives 28 EUR or 211 EUR depending on the distance, while green travel receives 56 EUR or 285 EUR respectively.",0.623,True,85,PARTIALLY_CORRECT,"The model correctly explains the factors determining the support amount but fails to mention that it is specifically Erasmus+ funding, which is a key piece of context.",10.83
Q43,What is the Erasmus+ travel support for 100–499 km?,"For 100–499 km, non-green travel support is 211 EUR and green travel support is 285 EUR.","For a distance of 100–499 km, non-green travel support is 211 EUR, and green travel support is 285 EUR.",0.8276,True,100,CORRECT,The model's answer correctly identifies both the non-green and green travel support amounts for the specified distance band.,8.23
Q44,What is the Erasmus+ travel support for 500–1999 km?,"For 500–1999 km, non-green travel support is 309 EUR and green travel support is 417 EUR.","Non-green travel: 309 EUR, Green travel: 417 EUR. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.25,True,75,PARTIALLY_CORRECT,The model provides the correct travel support amounts but then contradicts itself by stating it doesn't have the information in its knowledge base.,44.82
Q45,What counts as green travel?,"Green travel means that more than 50% of the journey to and from the mobility destination is completed using low-emission transport such as bus, train, bicycle, or shared transport such as GoOpti.","Green travel means that the majority of the journey, more than 50% to and from the mobility destination, is completed using low-emission transport. This includes bus, train, bicycle, and other shared transport like GoOpti. Airplanes, motorcycles, cars (including carpooling), and boats are not considered green transport.",0.6765,True,100,CORRECT,The model answer correctly includes all the information from the expected answer. It also provides helpful additional context by listing examples of transport that are not considered green.,9.88
Q46,Does carpooling count as green travel?,"No. Airplanes, motorcycles, cars including carpooling, and boats are not considered green means of transport in the provided guidance.","No, carpooling is not considered green transport. According to the document, “car, including carpooling” is explicitly listed as *not* being green transport.",0.2632,True,100,CORRECT,"The model correctly answers the question and accurately reflects the key information from the expected answer, confirming that carpooling is explicitly excluded from green travel.",9.52
Q47,How do I prove green travel?,"The student must provide appropriate documents such as tickets showing the travel date and route, receipts, and a declaration of honor. The travel dates must match the mobility dates confirmed in the certificate of duration.","You can prove green travel with tickets showing date and route, receipts, and a declaration of honor. The travel dates on these documents must match the mobility dates confirmed in the certificate of duration.",0.7778,True,100,CORRECT,"The model answer contains all the key information from the expected answer, including the required documents and the condition for matching dates.",8.19
Q48,Can I get funding for extra travel days if I travel green?,Yes. Students using green travel may request funding for up to 6 additional travel days if needed: up to 3 days for departure and up to 3 days for return.,"Yes, students using green travel may request funding for additional travel days, up to a maximum of 6 days – 3 days for departure and 3 days for return. This requires submitting appropriate documentation like tickets and receipts.",0.6667,True,100,CORRECT,"The model answer correctly provides all the information from the expected answer and includes the helpful, relevant detail that documentation is required.",10.46
Q49,What is the Erasmus+ Interrail Pass?,It is an Interrail Global Pass intended to encourage green transport for Erasmus+ participants. It is available as 4 or 6 travel days within a 6-month period.,"An Erasmus+ Interrail Global Pass is available in two options: 4 travel days within a 6-month period, or 6 travel days within a 6-month period.",0.7111,True,85,PARTIALLY_CORRECT,The model correctly identifies the pass options and duration but omits the key detail that the pass is intended to encourage green transport.,10.21
Q50,How long must an Erasmus+ exchange last?,"An Erasmus+ exchange must last at least 2 full months, or 60 days.","An Erasmus+ exchange must last at least 2 full months, meaning 60 days.",0.9231,True,100,CORRECT,"The model's answer is a perfect match to the expected answer, providing the correct minimum duration in both months and days.",8.45
Q51,What is the maximum length of an Erasmus+ exchange?,"An Erasmus+ exchange may last up to 12 months, although financial support is limited to 5 months for one-semester exchanges and 10 months for two-semester exchanges.",An Erasmus+ exchange may last up to 12 months.,0.5,True,75,PARTIALLY_CORRECT,The model correctly states the maximum 12-month duration but omits the crucial information regarding the limits on financial support for different exchange lengths.,10.06
Q52,How much financial support can I receive for one semester?,"The maximum Erasmus+ financial support for a one-semester exchange is limited to 5 months, or 150 days.","The monthly Erasmus+ financial support depends on the host country group. In Group 1 countries, you would receive 674 EUR per month, and in Group 2 countries, you would receive 606 EUR per month. However, if you have fewer opportunities, you could receive an additional 250 EUR per month. For a shorter exchange (less than 3 months), Erasmus+ financial support is limited to 3 months.",0.3175,True,60,PARTIALLY_CORRECT,"The model provides correct information about the monthly rates but fails to answer the user's question about the maximum support for a semester, which is limited to 5 months.",11.32
Q53,How much financial support can I receive for a full-year exchange?,"The maximum Erasmus+ financial support for a two-semester exchange is limited to 10 months, or 300 days.","For a full academic year exchange, you must complete at least 40 ECTS credits abroad and have them recognized at your home institution. The monthly Erasmus+ financial support depends on the host country group – either 674 EUR per month in a high-cost country or 606 EUR per month in a medium-cost country. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.1818,True,55,PARTIALLY_CORRECT,"The model provides related, correct information about monthly grant amounts but fails to answer the user's question about the maximum support, which is limited by a duration of 10 months.",12.52
Q54,Can I stay abroad longer than the funded period?,"Yes. A student may stay on mobility longer, up to the Erasmus+ maximum period, but without financial support beyond the funding limits.","Students may stay longer, up to 12 months, or up to 24 months for integrated study programs if they haven’t used Erasmus+ mobility at the current study level, but without financial support beyond the funding limits.",0.566,True,100,CORRECT,The model answer correctly confirms that an unfunded extension is possible. It improves upon the expected answer by providing specific details about the maximum duration allowed under the Erasmus+ program.,11.08
Q55,What counts as the first day of Erasmus+ mobility?,"The first day is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.","The first day of mobility is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.",0.9825,True,100,CORRECT,"The model answer is a verbatim match to the expected answer, providing a complete and accurate definition.",8.68
Q56,What counts as the last day of Erasmus+ mobility?,"The last day is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.","The last day of mobility is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.",0.9778,True,100,CORRECT,"The model's answer is a verbatim match to the expected answer, providing a complete and accurate definition.",8.99
Q57,What is combined or blended mobility?,Combined or blended mobility means that physical mobility abroad is combined with a virtual mobility component. The virtual part is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,"Blended mobility combines a study period abroad with a virtual component at the receiving institution. It can be done before, during, or after a physical mobility to enhance learning outcomes.",0.3462,True,70,PARTIALLY_CORRECT,The model correctly defines the core concept of blended mobility but omits the crucial information from the expected answer regarding Erasmus+ funding and status quotas.,10.59
Q58,How long must I stay physically abroad in combined mobility to receive Erasmus+ funding?,"For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support and additional grants.","For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support.",0.8837,True,95,CORRECT,"The model correctly states the minimum physical stay of 2 continuous months required for financial support, omitting only the minor detail about eligibility for ""additional grants"".",11.6
Q59,Who is responsible for arranging accommodation?,The student is responsible for arranging accommodation. The University of Ljubljana is not responsible for housing issues.,Arranging accommodation is the responsibility of each student. The University of Ljubljana is not responsible for housing issues.,0.7857,True,100,CORRECT,"The model answer contains all the key information from the expected answer, stating that the student is responsible for accommodation and the university is not.",7.99
Q60,What should I be careful about when searching for accommodation?,Students should be cautious because online accommodation scams are common. They should not transfer money in advance without verified information and without properly checking the accommodation.,Students should be cautious when searching for accommodation because online scams are common. You should not transfer money in advance without verified information and without properly checking the accommodation.,0.902,True,100,CORRECT,"The model answer is a perfect match to the expected answer, conveying the same essential warnings about online scams and transferring money without proper verification.",8.13
Q61,Is OLS language assessment mandatory?,"In the UL financial support guidance, OLS is described as not mandatory but highly recommended. Some host universities may still require language proof, so students should follow the latest UL and host institution instructions.","The OLS language assessment is a prerequisite for mobility, but it is optional. It is highly recommended. I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.2812,False,40,INCORRECT,"The model provides a contradictory statement by calling the assessment both a ""prerequisite"" and ""optional,"" which is highly confusing. It also fails to mention the important context that host universities may have their own separate requirements.",16.1
Q62,Can the host university require a language certificate?,"Yes. Some host universities may require proof of language proficiency or certificates such as IELTS, TOEFL, Cambridge, or equivalent documents.","Some universities may still require certificates (IELTS, TOEFL, Cambridge).",0.4286,True,95,CORRECT,The model answer correctly states that some universities require language certificates and provides the same relevant examples as the expected answer.,11.16
Q63,What is the purpose of OLS?,"OLS, or Online Language Support, is designed to help Erasmus+ students improve their knowledge of the main language of instruction before and during their stay abroad.",OLS is not mandatory but is highly recommended.,0.0667,False,25,INCORRECT,"The model does not answer the question about the purpose of OLS. Instead, it provides a related but irrelevant detail about its mandatory status.",10.72
Q64,What rights do Erasmus+ students have before mobility?,"Before mobility, students are entitled to guidance on the application process, information about the receiving institution, information about recognition and grading systems, information about insurance, housing, visas if needed, and support for special needs.","You are entitled to receive guidance on the application process and information on the receiving institution/organisation, as well as on activities available for the mobility period abroad.",0.44,True,65,PARTIALLY_CORRECT,"The model correctly mentions the right to guidance on the application process and information on the receiving institution. However, it omits several other crucial rights, such as information on insurance, housing, visas, and academic recognition.",10.37
Q65,What agreements must Erasmus+ students sign before mobility?,Students must sign a Grant Agreement with the sending institution and a Learning Agreement with the sending and receiving institutions.,You must sign a grant agreement with the sending institution and a learning agreement with the sending and receiving institutions.,0.9286,True,100,CORRECT,"The model answer correctly identifies both the Grant Agreement and the Learning Agreement, as well as the institutions involved in each.",8.66
