id,question,expected,model_prediction,f1,has_key_info,gemini_score,gemini_assessment,gemini_explanation,time_s
Q32,How is the Erasmus+ scholarship paid?,"The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of mobility.","The Erasmus+ scholarship is paid in two parts:

1. The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities (if applicable), and 80% of the standard travel support.
2. The remaining funds are paid after successful completion of the Erasmus+ exchange.",0.8116,True,100,CORRECT,"The model answer provides all the information from the expected answer, correctly identifying the two-part payment structure and the components of the initial 80% disbursement.",9.98
Q33,When is the first Erasmus+ payment transferred?,"After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.","According to the provided information, the first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities (if applicable), and 80% of standard travel support. However, there's no specific mention of the exact timing of this payment transfer. 

I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.",0.1558,True,20,INCORRECT,"The model fails to answer the user's question about the timing of the payment. Instead, it provides irrelevant details about the payment amount and states that it does not have the information.",10.44
Q34,What is the monthly Erasmus+ grant for Group 1 countries in 2026/27?,"The monthly grant for Group 1 high-cost countries is 674 EUR. This group includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Ireland, Italy, Liechtenstein, Luxembourg, the Netherlands, Norway, and Sweden.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0417,False,20,INCORRECT,The model failed to answer the question and instead provided a generic response stating it did not have the information.,9.58
Q35,What is the monthly Erasmus+ grant for Group 2 countries in 2026/27?,"The monthly grant for Group 2 medium-cost countries is 606 EUR. This group includes Cyprus, Czech Republic, Estonia, Greece, Latvia, Malta, Portugal, Slovakia, and Spain.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0455,False,20,INCORRECT,The model failed to answer the question and instead provided a generic fallback response. It did not contain any of the specific information requested.,10.61
Q36,What is the monthly Erasmus+ grant for Group 3 countries in 2026/27?,"The monthly grant for Group 3 lower-cost countries is 550 EUR. This group includes Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey.","The monthly Erasmus+ grant for Group 3 countries (which include Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey) in 2026/27 is 550 EUR per month.",0.7308,True,100,CORRECT,"The model answer correctly provides the grant amount and the full list of countries for Group 3, perfectly matching the expected answer.",9.5
Q37,Can students with fewer opportunities receive extra Erasmus+ funding?,Yes. Eligible students with fewer opportunities may receive an additional grant of 250 EUR per month if they meet the criteria and upload the required supporting documents when submitting the financial support application.,"Yes, students with fewer opportunities may receive an additional grant of 250 EUR per month.",0.5652,True,75,PARTIALLY_CORRECT,The model correctly confirms the availability and amount of the additional grant but omits the crucial conditions that students must meet specific criteria and submit supporting documents.,10.38
Q38,Can I submit documents for the additional grant for fewer opportunities later?,No. The supporting document for the additional grant must be uploaded when submitting the Erasmus+ financial support application. Later submission is not possible.,"No, you cannot submit documents for the additional grant for students with special needs later than 45 days before the start of your mobility.",0.2326,True,10,HALLUCINATED,"While the model correctly answers ""No,"" it invents a specific deadline of ""45 days before the start of your mobility"" which is not mentioned in the expected answer and is potentially misleading.",14.03
Q39,What are some examples of eligibility for the additional grant for fewer opportunities?,"A student may be eligible if they have special needs status, special student status, relevant CSD/ZZZS/ZRSŠ/ZPIZ documentation, come from a single-parent or foster family, are a parent of a child under 26, have international protection in Slovenia, or are a member of the Roma community.","According to the provided text, a student may be eligible for the additional grant if they:

1. Have the status of a student with special needs.
2. Have a special student status, such as:
   - Categorized athlete
   - Recognized artist
   - Cultural worker
   - Participant in international competitions
   - Parent
3. Or if the student or a family member in the same household has an eligible decision issued by:
   - CSD (Civic Service Agency)
   - ZZZS (Association for Social Work)
   - ZRSŠ (Social Protection and Family Care Centre)
   - ZPIZ (Pension and Invalidity Insurance Institute)",0.3333,True,70,PARTIALLY_CORRECT,"The model correctly identifies eligibility based on special needs status, special student status, and official documentation. However, it omits other key criteria such as coming from a single-parent family, having international protection, or being a member of the Roma community.",9.32
Q40,What if my name is not on the document proving eligibility for the fewer opportunities grant?,"If the student’s name is not listed on the decision or document, they must attach proof that they live in the same household as the person named in the document.","According to the text, you should attach proof that you live in the same household as the person named in the decision.",0.5366,True,100,CORRECT,The model answer correctly states that the student must provide proof of living in the same household. It accurately captures the essential information from the expected answer.,14.22
Q41,Can non-Slovenian students apply for the additional grant for fewer opportunities?,Yes. Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving a disadvantaged background according to comparable criteria.,"According to the given context, there's no explicit mention of nationality restrictions for the additional grant for fewer opportunities. However, since the declaration mentions providing a certificate for receiving the grant for disadvantaged students, which implies some form of eligibility based on individual circumstances, it can be inferred that the additional grant might be intended for Slovenian students who face specific challenges. Nonetheless, without clear evidence to the contrary, it seems plausible that non-Slovenian students could also be eligible for this grant under certain conditions.",0.1609,True,30,INCORRECT,"The model fails to give a direct ""yes"" and incorrectly speculates that the grant might be intended for Slovenian students. It also omits the required process for non-Slovenian students to apply with equivalent documents.",9.96
Q42,What is travel support?,"Travel support is Erasmus+ funding for travel costs. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated with the EU Distance Calculator, and on whether the travel is green or non-green.","Travel support is an entitlement for students, and its amount depends on the one-way distance between Ljubljana and the mobility destination.",0.6222,True,65,PARTIALLY_CORRECT,"The model correctly states that the amount depends on the distance, but it omits the crucial details that this is Erasmus+ funding and that the amount is also determined by whether the travel is green.",9.88
Q43,What is the Erasmus+ travel support for 100–499 km?,"For 100–499 km, non-green travel support is 211 EUR and green travel support is 285 EUR.","For distances between 100–499 km, the Erasmus+ travel support is 211 EUR for non-green travel and 285 EUR for green travel.",0.8,True,100,CORRECT,"The model's answer correctly identifies both the non-green and green travel support amounts for the specified distance range, perfectly matching the expected information.",7.38
Q44,What is the Erasmus+ travel support for 500–1999 km?,"For 500–1999 km, non-green travel support is 309 EUR and green travel support is 417 EUR.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0,False,20,INCORRECT,The model completely failed to answer the question and provided no relevant information. It instead gave a generic fallback response.,10.53
Q45,What counts as green travel?,"Green travel means that more than 50% of the journey to and from the mobility destination is completed using low-emission transport such as bus, train, bicycle, or shared transport such as GoOpti.","Bus, train, bicycle, and other shared transport, such as GoOpti.",0.4211,True,65,PARTIALLY_CORRECT,The model answer correctly lists the types of low-emission transport but completely omits the core definition that these must account for more than 50% of the journey.,10.15
Q46,Does carpooling count as green travel?,"No. Airplanes, motorcycles, cars including carpooling, and boats are not considered green means of transport in the provided guidance.","No, carpooling does not count as green travel according to the given information. It's listed under the category of non-green transport options.",0.25,True,100,CORRECT,The model correctly answers the question and accurately reflects the information provided in the expected answer.,8.37
Q47,How do I prove green travel?,"The student must provide appropriate documents such as tickets showing the travel date and route, receipts, and a declaration of honor. The travel dates must match the mobility dates confirmed in the certificate of duration.","To prove green travel, you need to provide:

1. Tickets showing date and route.
2. Receipts.
3. A declaration of honor.

These documents must match the mobility dates confirmed in your certificate of duration.",0.6207,True,100,CORRECT,"The model answer correctly identifies all the required documents and the condition that the travel dates must match the mobility dates, perfectly aligning with the expected answer.",7.42
Q48,Can I get funding for extra travel days if I travel green?,Yes. Students using green travel may request funding for up to 6 additional travel days if needed: up to 3 days for departure and up to 3 days for return.,"Yes, you can get funding for extra travel days if you travel green. According to the text, students using green travel may also request funding for additional travel days if needed, up to a maximum of 6 days: up to 3 days for departure and up to 3 days for return.",0.6792,True,100,CORRECT,"The model answer contains all the information from the expected answer, accurately stating the maximum number of days and the breakdown for departure and return.",8.27
Q49,What is the Erasmus+ Interrail Pass?,It is an Interrail Global Pass intended to encourage green transport for Erasmus+ participants. It is available as 4 or 6 travel days within a 6-month period.,"The Erasmus+ Interrail Pass is an option available to encourage green transport, offering Interrail Global Passes to Erasmus+ participants in two options: 4 travel days within a 6-month period and 6 travel days within a 6-month period.",0.6667,True,100,CORRECT,"The model answer correctly identifies the pass, its purpose for green transport, its target audience, and the two specific travel options available.",7.54
Q50,How long must an Erasmus+ exchange last?,"An Erasmus+ exchange must last at least 2 full months, or 60 days.","An Erasmus+ exchange must last at least 2 full months, which means 60 days.",0.8889,True,100,CORRECT,"The model answer provides the same information as the expected answer, correctly identifying the minimum duration as 2 full months or 60 days.",7.73
Q51,What is the maximum length of an Erasmus+ exchange?,"An Erasmus+ exchange may last up to 12 months, although financial support is limited to 5 months for one-semester exchanges and 10 months for two-semester exchanges.",The maximum length of an Erasmus+ exchange is 12 months.,0.303,True,75,PARTIALLY_CORRECT,The model correctly states the maximum duration of 12 months but omits the crucial information that financial support is limited to a shorter period.,8.82
Q52,How much financial support can I receive for one semester?,"The maximum Erasmus+ financial support for a one-semester exchange is limited to 5 months, or 150 days.","To calculate the total financial support for one semester, we need to know the duration of the semester. However, since it's not specified in the given context, let's assume a typical semester lasts around 5 months.

For Group 1 countries (high cost of living), the monthly Erasmus+ financial support is 674 EUR. 

If you're in this group, the total support for 5 months would be: 674 EUR * 5 = 3370 EUR.

For Group 2 countries (medium cost of living), the monthly Erasmus+ financial support is 606 EUR.

If you're in this group, the total support for 5 months would be: 606 EUR * 5 = 3030 EUR.

Please note that these calculations are based on the assumption of a 5-month semester. You should verify the actual duration of your stay with the UL FRI administration.",0.1895,True,85,PARTIALLY_CORRECT,"The model correctly uses the 5-month duration to provide a helpful sample calculation, but it fails to explicitly state that this is the maximum period of financial support for a one-semester exchange.",12.73
Q53,How much financial support can I receive for a full-year exchange?,"The maximum Erasmus+ financial support for a two-semester exchange is limited to 10 months, or 300 days.","To calculate the total financial support for a full-year exchange, we need to consider both the first and second payments.

First, let's look at the first payment:

* 80% of the basic Erasmus+ financial support
* 80% of the additional grant for students with fewer opportunities, if applicable (we'll assume this doesn't apply)
* 80% of standard travel support

Since the exact amounts for these components aren't specified, let's denote them as B, A, and T respectively. The first payment would be 0.8(B + A + T).

Now, considering the second payment, which is also 80% of the remaining funds, it would be 0.2(B + A + T) * 0.8 = 0.16(B + A + T).

However, since the question asks about the total financial support for a full-year exchange, we should add the two payments together: 
0.8(B + A + T) + 0.16(B + A + T) = 0.96(B + A + T)

Unfortunately, without knowing the specific values of B, A, and T, we cannot provide an exact amount.",0.1404,True,25,INCORRECT,"The model completely fails to answer the question, as it does not mention the 10-month (or 300-day) maximum funding period. Instead, it provides a confusing and irrelevant calculation about payment installments.",11.06
Q54,Can I stay abroad longer than the funded period?,"Yes. A student may stay on mobility longer, up to the Erasmus+ maximum period, but without financial support beyond the funding limits.","Yes, you can stay abroad longer than the funded period, up to 12 months for regular study programmes or up to 24 months for integrated study programmes, if you haven't used Erasmus+ mobility at the current study level before.",0.2692,True,65,PARTIALLY_CORRECT,"The model correctly confirms that a student can stay longer and provides the maximum duration. However, it critically omits the key information that this extended period is without financial support.",9.81
Q55,What counts as the first day of Erasmus+ mobility?,"The first day is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.","According to the given context, the first day of mobility is the first day the student must be present at the host institution, which can include the first lecture, welcome event, or language/intercultural course mentioned in the Learning Agreement.",0.7241,True,80,PARTIALLY_CORRECT,"The model answer correctly defines the first day of mobility and provides relevant examples. However, it omits the key clarification that this is not necessarily the same as the student's arrival date.",10.21
Q56,What counts as the last day of Erasmus+ mobility?,"The last day is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.","The last day of mobility is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.",0.9778,True,100,CORRECT,"The model's answer is a verbatim match to the expected answer, correctly defining the last day of mobility.",7.69
Q57,What is combined or blended mobility?,Combined or blended mobility means that physical mobility abroad is combined with a virtual mobility component. The virtual part is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,"Blended mobility with short-term physical mobility refers to a type of mobility where a student combines both online and on-site studies, involving a shorter stay abroad compared to traditional long-term study mobility.",0.2692,True,65,PARTIALLY_CORRECT,"The model correctly defines the concept as a combination of physical and virtual components. However, it omits the crucial details that the virtual part is not funded by Erasmus+ and does not count toward the status quota.",10.82
Q58,How long must I stay physically abroad in combined mobility to receive Erasmus+ funding?,"For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support and additional grants.",At least 2 continuous months.,0.2857,True,80,PARTIALLY_CORRECT,"The model correctly states the minimum duration, but it omits the important context that this is the requirement to be eligible for Erasmus+ financial support.",624.68
Q59,Who is responsible for arranging accommodation?,The student is responsible for arranging accommodation. The University of Ljubljana is not responsible for housing issues.,"According to the information, arranging accommodation is the responsibility of each student.",0.3333,True,0,EVAL_ERROR: Server disconnected without sending a response.,,0.06
Q60,What should I be careful about when searching for accommodation?,Students should be cautious because online accommodation scams are common. They should not transfer money in advance without verified information and without properly checking the accommodation.,"When searching for accommodation, you should be cautious due to the prevalence of online scams. It's recommended that you do not transfer money in advance without verifying the information and thoroughly checking the accommodation.",0.5455,True,100,CORRECT,"The model answer provides the same essential advice as the expected answer, warning about scams and the danger of transferring money without verification.",8.19
Q61,Is OLS language assessment mandatory?,"In the UL financial support guidance, OLS is described as not mandatory but highly recommended. However, some Erasmus guidance documents still describe OLS as required for some mobility contexts. The safest answer is that students should follow the latest UL and host institution instructions since the requirement is dependent on chosen partner instituion and program.","No, OLS language assessment is not mandatory for all students. However, it's highly recommended and a prerequisite for mobility for most students, except for native speakers and those with special needs who can provide justification.",0.2368,False,75,PARTIALLY_CORRECT,"The model correctly states the assessment is not universally mandatory but is often a prerequisite. However, it omits the key advice that the requirement varies by partner institution and program, and that students should check the latest specific instructions.",12.78
