id,question,expected,model_prediction,f1,has_key_info,gemini_score,gemini_assessment,gemini_explanation,time_s
Q12,How many ECTS do I need for a full-year Erasmus+ study exchange?,"For a full academic year exchange, the student must complete at least 40 ECTS credits abroad and have them recognized at the home institution.","For a full academic year exchange, you must complete at least 40 ECTS credits abroad and have them recognized at the home institution.",0.9545,True,100,CORRECT,"The model answer is identical to the expected answer, providing all the necessary information accurately.",7.32
Q13,What happens if I obtain fewer than 20 ECTS during one semester abroad?,"If the student obtains fewer than 20 ECTS during the exchange, Erasmus+ financial support may be limited to 3 months. Recognition of completed obligations depends on the content and how it matches the student’s study programme at FRI.","According to the guidelines, if you go abroad mainly to prepare a final thesis, or obtain fewer than 20 ECTS credits during the exchange, Erasmus+ financial support is limited to 3 months.",0.4688,True,70,PARTIALLY_CORRECT,The model correctly explains the consequence for financial support but fails to mention the important information regarding the recognition of completed obligations.,9.91
Q14,Can I take language courses during Erasmus+?,"Yes. According to the UL FRI guidance, language courses may be included as general elective courses, if accepted through the Learning Agreement process.","Yes, you can take language courses during Erasmus+. According to the guidelines, if you have a language proficiency level of B2 or higher in your main language of instruction, you have the opportunity to follow an Online Language Support (OLS) language course either in that language or in the local language of the country, provided it's available in the OLS. You can find more opportunities on the OLS platform at http://erasmusplusols.eu.",0.1714,True,40,INCORRECT,"The model provides information about the supplementary Online Language Support (OLS) program, but fails to answer the core question about taking language courses for credit at the host university via the Learning Agreement.",9.98
Q15,Can I complete mandatory FRI courses remotely while I am on Erasmus+?,No. Mandatory FRI courses that the student should complete at FRI cannot be completed remotely during the Erasmus+ exchange.,"No, according to the Course Selection Rules, you cannot complete mandatory FRI courses remotely during exchange.",0.5455,True,100,CORRECT,"The model correctly and directly answers the question, providing the same essential information as the expected answer. The reference to the ""Course Selection Rules"" is a helpful addition.",7.9
Q16,Can I take an elective course abroad?,"Yes. For FRI elective courses, the student can usually choose a course abroad from the field of computer and information science, subject to coordinator approval through the Learning Agreement.","Yes, according to the Course Selection Rules, you can take an elective course abroad, specifically any CS-related subject.",0.2273,True,65,PARTIALLY_CORRECT,"The model correctly confirms that a student can take an elective abroad, but it omits the critical information that this is subject to coordinator approval via a Learning Agreement.",9.58
Q17,Can I replace a mandatory FRI course with a course abroad?,"Yes, but only if the course abroad is sufficiently equivalent in content. If no equivalent course exists, another elective may be chosen instead, depending on approval.","According to our guidelines, cannot complete mandatory FRI courses remotely during exchange. Therefore, replacing a mandatory FRI course with a course abroad is not possible. This must be confirmed through the Learning Agreement process and approved by the UL FRI coordinator.",0.1724,False,10,HALLUCINATED,"The model answer directly contradicts the expected answer, incorrectly stating that replacing a mandatory course is not possible. The expected answer confirms that it is possible, provided an equivalent course is found and approved.",10.7
Q18,Can I do my bachelor’s or master’s thesis abroad?,"Yes, but not at all institutions. The student needs a mentor at FRI and a mentor at the host institution, and the thesis work must be included in the Learning Agreement.","Yes, it's possible to do both your bachelor's and master's thesis abroad, but there are some conditions. You'll need to have a mentor at FRI (University of Ljubljana) and a mentor at the host institution, and the thesis must be included in your Learning Agreement. Additionally, the ECTS requirements for thesis vary depending on your study level: 6 ECTS for a bachelor thesis and 24 ECTS for a master thesis.",0.4658,True,100,CORRECT,"The model answer contains all the information from the expected answer and provides additional, relevant details about the ECTS requirements for each thesis level.",7.42
Q19,How many ECTS does thesis work count for in the Erasmus+ context?,"In the UL FRI guidance, bachelor thesis work is listed as 6 ECTS and master thesis work as 24 ECTS.","According to the guidelines for online learning agreements, the ECTS for thesis work can vary:

- For a bachelor's thesis, it counts as 6 ECTS.
- For a master's thesis, it counts as 24 ECTS.",0.3902,True,100,CORRECT,"The model answer correctly provides the ECTS values for both bachelor's and master's thesis work, matching the expected answer perfectly.",8.23
Q20,What is the Erasmus+ financial support application?,It is the University of Ljubljana online application through which selected students apply for Erasmus+ financial support and access or complete the Online Learning Agreement.,"The Erasmus+ financial support application is used by students selected for Erasmus+ study exchange to apply for financial support through the University of Ljubljana's online application system, which can be accessed at https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp.",0.6,True,85,PARTIALLY_CORRECT,The model correctly identifies the application's primary purpose for financial support but omits the key detail that it is also used to access or complete the Online Learning Agreement.,9.25
Q21,Where do I apply for Erasmus+ financial support?,Students apply through the University of Ljubljana online financial support application at: https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp,"You can apply for Erasmus+ financial support through the University of Ljubljana online application:

https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp

This application is also used to access or complete the Online Learning Agreement (OLA).",0.55,True,100,CORRECT,"The model provides the correct application portal and link, and includes additional, relevant information about the Online Learning Agreement.",8.88
Q22,When must my Erasmus+ financial support application be complete?,"The application must be complete at least 10 working days before the start of mobility, although final deadlines also apply depending on the exchange semester.",Your Erasmus+ financial support application must be complete at least 10 working days before the start of mobility.,0.6341,True,80,PARTIALLY_CORRECT,"The model correctly states the application must be complete 10 working days before mobility starts, but it omits the key information that final deadlines also apply depending on the semester.",9.84
Q23,What are the final deadlines for Erasmus+ financial support in 2026/27?,"For students going in the first semester or for the full academic year, the final deadline is 15 October 2026. For students going in the second semester, the final deadline is 15 March 2027. However, the application must still be complete at least 10 working days before mobility starts, so many students have an earlier practical deadline.","For the academic year 2026/27, the final deadlines for Erasmus+ financial support are:

* For first semester or full academic year exchange: 15 October 2026.
* For second semester exchange: 15 March 2027.",0.4308,True,85,PARTIALLY_CORRECT,"The model correctly identifies the two main deadlines for the different mobility periods. However, it omits the important caveat that the application must be complete 10 working days before mobility starts, which is a key practical detail for students.",11.06
Q24,"If my exchange starts on 1 September 2026, is 15 October still my deadline?","No. If the exchange starts on 1 September 2026, the application must be completed earlier, for example by 15 August 2026, because the complete application is required before the start of mobility.","Since your exchange starts on 1 September 2026, you should submit your application at least 10 working days before that date. Let's count back the working days: 

Assuming a standard Monday-to-Friday workweek, we have:
- 31 August (Monday): 0 working days left
- 30 August (Tuesday): 9 working days left
- 29 August (Wednesday): 8 working days left
- 28 August (Thursday): 7 working days left
- 27 August (Friday): 6 working days left
- 26 August (Saturday): no working day
- 25 August (Sunday): no working day
- 24 August (Monday): 5 working days left
- 23 August (Tuesday): 4 working days left
- 22 August (Wednesday): 3 working days left
- 21 August (Thursday): 2 working days left
- 20 August (Friday): 1 working day left
- 19 August (Saturday): no working day
- 18 August (Sunday): no working day
- 17 August (Monday): 0 working days left

So, considering the 10-working-day rule, your application deadline would be 17 August 2026.",0.2136,True,10,HALLUCINATED,"The model invents a specific ""10-working-day rule"" that is not mentioned in the expected answer. Furthermore, its calculation to determine the date is nonsensical and mathematically incorrect, making the answer highly misleading.",15.48
Q25,What documents do I need for the Erasmus+ financial support application?,"The required documents include a Letter of Acceptance, Learning Agreement, copy or photo of a Slovenian bank card, certificate of enrollment for 2026/27, and supporting documents for additional grants if applicable. OLS language assessment results may also be uploaded if completed.","For the Erasmus+ financial support application, you will need to submit an online application through the University of Ljubljana's portal: https://studij.uni-lj.si/finpomoc/finpomoc_prva.asp 

However, it is recommended to check the specific requirements for the current academic year (2026-27) as mentioned in the source 'data/erasmus_financial_support_2026_27.txt'.",0.0845,False,30,INCORRECT,"The model does not answer the question about which documents are required. Instead, it provides a link to the application portal and a generic recommendation to check the source.",9.58
Q26,Can an email from the host university count as a Letter of Acceptance?,"Yes. The Letter of Acceptance may be an official letter, an email confirming acceptance, or a fully signed Learning Agreement, depending on the instructions.","Yes, an email from the host university can count as a Letter of Acceptance. According to the text, it's mentioned that ""This may be an official acceptance letter, an email confirming acceptance, or a Learning Agreement signed by all parties.""",0.5614,True,100,CORRECT,The model answer correctly confirms that an email can serve as a Letter of Acceptance and provides the same list of acceptable documents as the expected answer.,9.72
Q27,What if I cannot get the host coordinator’s signature on the Learning Agreement before the application deadline?,The student may temporarily upload a Learning Agreement signed only by the student and the home coordinator. The fully signed Learning Agreement must then be uploaded within 15 days after the start of mobility.,"In such cases, you can temporarily upload a Learning Agreement signed only by the student and home coordinator. Then, the fully signed Learning Agreement must be uploaded within 15 days after the start of mobility.",0.8571,True,100,CORRECT,"The model answer is a near-verbatim match to the expected answer, accurately conveying all necessary information.",8.38
Q28,Can Erasmus+ payments be made to any bank account?,No. Payments can only be made to bank accounts opened in the Republic of Slovenia.,"No, payments can only be made to bank accounts opened in the Republic of Slovenia.",0.9333,True,100,CORRECT,"The model answer is identical to the expected answer, correctly stating the specific requirement for the bank account's location.",6.54
Q29,What happens after I submit the complete Erasmus+ financial support application?,"After the application is complete and all required documents are uploaded, the student receives the Erasmus+ Grant Agreement by email with signing instructions.","After submitting the complete Erasmus+ financial support application, you will receive the Erasmus+ Grant Agreement by email. You must sign it using a qualified digital signature and upload it back into the Erasmus+ application at least 10 days before departure.",0.3273,True,100,CORRECT,"The model answer contains all the information from the expected answer and provides additional, helpful details about the signing method and deadline.",8.96
Q30,How do I sign the Erasmus+ Grant Agreement?,The agreement normally has to be signed using a qualified digital signature and uploaded back into the Erasmus+ application at least 10 days before departure.,You must sign the Erasmus+ Grant Agreement using a qualified digital signature and upload it back into the Erasmus+ application at least 10 days before departure.,0.75,True,100,CORRECT,"The model answer contains all the key information from the expected answer, including the signing method, action, and deadline.",8.91
Q31,What if I cannot obtain a qualified digital signature?,"Only in justified exceptional cases, the student may use the old procedure: print the agreement, sign it by hand, and send it by post to the University of Ljubljana.","In exceptional cases, where you cannot obtain a digital signature for justified reasons, you can print the agreement, sign it by hand, and send it by post to the University of Ljubljana.",0.6923,True,100,CORRECT,"The model answer is a perfect paraphrase of the expected answer, containing all the necessary information and instructions.",8.5
Q32,How is the Erasmus+ scholarship paid?,"The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of mobility.","The first payment includes 80% of the basic Erasmus+ financial support, 80% of the additional grant for students with fewer opportunities if applicable, and 80% of standard travel support. The remaining funds are paid after successful completion of the Erasmus+ exchange.",0.9677,True,100,CORRECT,"The model answer contains all the information from the expected answer, using ""Erasmus+ exchange"" as a valid synonym for ""mobility"".",7.66
Q33,When is the first Erasmus+ payment transferred?,"After the signed Grant Agreement is returned, the University of Ljubljana transfers the first payment within 30 days or before departure, whichever comes first.","The first payment is transferred within 30 days or before departure, whichever comes first, after the signed Grant Agreement is returned.",0.7805,True,100,CORRECT,"The model answer contains all the key information from the expected answer, just with a slightly different sentence structure.",9.3
Q34,What is the monthly Erasmus+ grant for Group 1 countries in 2026/27?,"The monthly grant for Group 1 high-cost countries is 674 EUR. This group includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Ireland, Italy, Liechtenstein, Luxembourg, the Netherlands, Norway, and Sweden.","According to the provided information, the monthly Erasmus+ grant amount for Group 1 countries in 2026/27 is 674 EUR per month.",0.375,False,75,PARTIALLY_CORRECT,The model correctly provides the grant amount of 674 EUR but fails to include the essential list of countries that belong to Group 1.,9.67
Q35,What is the monthly Erasmus+ grant for Group 2 countries in 2026/27?,"The monthly grant for Group 2 medium-cost countries is 606 EUR. This group includes Cyprus, Czech Republic, Estonia, Greece, Latvia, Malta, Portugal, Slovakia, and Spain.",I don't have that information in my knowledge base. Please check the UL FRI website or contact the International Office directly.,0.0455,False,25,INCORRECT,"The model failed to answer the question, stating it did not have the information. The response is on-topic but significantly incomplete as it provides none of the expected data.",13.27
Q36,What is the monthly Erasmus+ grant for Group 3 countries in 2026/27?,"The monthly grant for Group 3 lower-cost countries is 550 EUR. This group includes Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, and Turkey.","The monthly Erasmus+ grant for Group 3 countries (Bulgaria, Croatia, Lithuania, Hungary, Poland, Romania, North Macedonia, Serbia, Turkey) in 2026/27 is 550 EUR per month.",0.6939,True,100,CORRECT,"The model correctly provides the grant amount and the full list of countries for Group 3, matching all the key information in the expected answer.",9.83
Q37,Can students with fewer opportunities receive extra Erasmus+ funding?,Yes. Eligible students with fewer opportunities may receive an additional grant of 250 EUR per month if they meet the criteria and upload the required supporting documents when submitting the financial support application.,"Yes, students with fewer opportunities may receive an additional grant of 250 EUR per month.",0.5652,True,75,PARTIALLY_CORRECT,The model correctly confirms the availability and amount of the additional grant but omits the crucial conditions that students must meet eligibility criteria and submit supporting documents.,9.42
Q38,Can I submit documents for the additional grant for fewer opportunities later?,No. The supporting document for the additional grant must be uploaded when submitting the Erasmus+ financial support application. Later submission is not possible.,"No, you cannot submit documents for the additional grant for fewer opportunities later. According to the text, the supporting documents for this type of grant must be submitted along with the rest of the application, which should be done at least 45 days before the start of mobility.",0.2456,True,100,CORRECT,"The model correctly answers the question and provides the same reasoning as the expected answer, adding a useful detail about the application deadline.",8.34
Q39,What are some examples of eligibility for the additional grant for fewer opportunities?,"A student may be eligible if they have special needs status, special student status, relevant CSD/ZZZS/ZRSŠ/ZPIZ documentation, come from a single-parent or foster family, are a parent of a child under 26, have international protection in Slovenia, or are a member of the Roma community.","According to the text, some examples of eligibility for the additional grant for students with fewer opportunities include:

* Having the status of a student with special needs;
* Having a special student status, such as being a categorized athlete, recognized artist, or cultural worker, or participating in international competitions;
* Or if the student or a family member in the same household has an eligible decision issued by CSD, ZZZS, ZRSŠ, or ZPIZ;
* Coming from a single-parent family;
* Being a parent of a child under 26 years of age;
* Coming from a foster family.",0.3636,True,85,PARTIALLY_CORRECT,The model answer correctly identifies most of the eligibility criteria but omits the criteria for students with international protection in Slovenia and members of the Roma community.,8.95
Q40,What if my name is not on the document proving eligibility for the fewer opportunities grant?,"If the student’s name is not listed on the decision or document, they must attach proof that they live in the same household as the person named in the document.","If your name is not listed on the supporting decision, you must attach proof that you live in the same household as the person named in the decision.",0.766,True,100,CORRECT,"The model answer provides the same information as the expected answer, correctly stating the need for proof of cohabitation.",8.81
Q41,Can non-Slovenian students apply for the additional grant for fewer opportunities?,Yes. Students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving a disadvantaged background according to comparable criteria.,"Yes, non-Slovenian students can apply for the additional grant for fewer opportunities. According to the text, students without Slovenian citizenship may submit equivalent official documents and official translations into Slovenian or English proving their disadvantaged background according to comparable criteria.",0.75,True,100,CORRECT,The model answer correctly confirms that non-Slovenian students are eligible and accurately restates the documentation requirements mentioned in the expected answer.,8.76
Q42,What is travel support?,"Travel support is Erasmus+ funding for travel costs. The amount depends on the one-way distance between Ljubljana and the mobility destination, calculated with the EU Distance Calculator, and on whether the travel is green or non-green.","Travel support is an entitlement for students, which provides financial assistance for their journeys to and from the mobility destination. The amount of travel support depends on the one-way distance between Ljubljana and the destination, calculated using the EU Distance Calculator.",0.5862,True,70,PARTIALLY_CORRECT,"The answer correctly explains that the support is based on distance calculated with the EU Distance Calculator, but it omits the key details that this is Erasmus+ funding and that the amount also depends on whether the travel is green.",9.54
Q43,What is the Erasmus+ travel support for 100–499 km?,"For 100–499 km, non-green travel support is 211 EUR and green travel support is 285 EUR.","For distances between 100–499 km, the Erasmus+ travel support is:
- Non-green travel: 211 EUR
- Green travel: 285 EUR",0.6667,True,100,CORRECT,The model's answer correctly provides the exact travel support amounts for both non-green and green travel for the specified distance.,7.7
Q44,What is the Erasmus+ travel support for 500–1999 km?,"For 500–1999 km, non-green travel support is 309 EUR and green travel support is 417 EUR.","For distances between 500–1999 km, the Erasmus+ travel support is 309 EUR for non-green travel and 417 EUR for green travel.",0.8,True,100,CORRECT,"The model's answer is a perfect match, providing the correct travel support amounts for both non-green and green travel for the specified distance range.",9.34
Q45,What counts as green travel?,"Green travel means that more than 50% of the journey to and from the mobility destination is completed using low-emission transport such as bus, train, bicycle, or shared transport such as GoOpti.","According to the provided text, green travel includes:

* bus
* train
* bicycle
* other shared transport, such as GoOpti",0.3043,True,65,PARTIALLY_CORRECT,The model correctly lists the examples of low-emission transport but omits the key defining criterion that these methods must constitute more than 50% of the journey.,9.49
Q46,Does carpooling count as green travel?,"No. Airplanes, motorcycles, cars including carpooling, and boats are not considered green means of transport in the provided guidance.","No, carpooling does not count as green travel. According to the text, the following are not considered green transport:

- airplane
- motorcycle
- car, including carpooling
- boat",0.2927,True,100,CORRECT,"The model correctly answers the question and provides the complete list of transport methods that are not considered green, matching the expected answer's information perfectly.",9.02
Q47,How do I prove green travel?,"The student must provide appropriate documents such as tickets showing the travel date and route, receipts, and a declaration of honor. The travel dates must match the mobility dates confirmed in the certificate of duration.","To prove green travel, you need to provide the following documents:

1. Tickets showing date and route
2. Receipts
3. Declaration of honour

These documents must match the mobility dates confirmed in the certificate of duration.",0.5862,True,100,CORRECT,"The model answer contains all the key information from the expected answer, including the list of required documents and the condition regarding matching dates.",7.39
Q48,Can I get funding for extra travel days if I travel green?,Yes. Students using green travel may request funding for up to 6 additional travel days if needed: up to 3 days for departure and up to 3 days for return.,"Yes, you can get funding for extra travel days if you travel green. According to the text, students using green travel may also request funding for additional travel days if needed, up to a maximum of 6 days: up to 3 days for departure and up to 3 days for return.",0.6792,True,100,CORRECT,"The model answer contains all the information from the expected answer, accurately stating the policy for extra travel days with green travel.",8.81
Q49,What is the Erasmus+ Interrail Pass?,It is an Interrail Global Pass intended to encourage green transport for Erasmus+ participants. It is available as 4 or 6 travel days within a 6-month period.,"The Erasmus+ Interrail Pass is an option available to encourage green transport, which comes in two options:

1. 4 travel days within a 6-month period;
2. 6 travel days within a 6-month period.",0.6415,True,75,PARTIALLY_CORRECT,"The model correctly identifies the purpose and the available options, but it omits the key information that it is an Interrail Global Pass for Erasmus+ participants.",9.67
Q50,How long must an Erasmus+ exchange last?,"An Erasmus+ exchange must last at least 2 full months, or 60 days.","An Erasmus+ exchange must last at least 2 full months, which means 60 days, and may last up to 12 months.",0.6667,True,100,CORRECT,"The model answer correctly provides the minimum duration of 2 months or 60 days and adds the helpful, accurate context of the maximum duration.",7.37
Q51,What is the maximum length of an Erasmus+ exchange?,"An Erasmus+ exchange may last up to 12 months, although financial support is limited to 5 months for one-semester exchanges and 10 months for two-semester exchanges.",An Erasmus+ exchange may last up to 12 months.,0.5,True,65,PARTIALLY_CORRECT,The model correctly states the maximum duration of 12 months but omits the critical details regarding the limited duration of financial support.,8.57
Q52,How much financial support can I receive for one semester?,"The maximum Erasmus+ financial support for a one-semester exchange is limited to 5 months, or 150 days.","To determine how much financial support you can receive for one semester, we need to know the host country's group. 

Please let me know if it's a Group 1 (high cost of living) or Group 2 (medium cost of living) country.",0.2692,True,40,INCORRECT,"The model's answer is on-topic but fails to provide the key information about the maximum duration of support (5 months). Instead of providing any part of the answer, it deflects with a clarifying question.",12.05
Q53,How much financial support can I receive for a full-year exchange?,"The maximum Erasmus+ financial support for a two-semester exchange is limited to 10 months, or 300 days.","To determine how much financial support you can receive for a full-year exchange, we need to consider two factors: the duration of the exchange and the host country's cost of living group.

Since you're going for a full academic year, you'll need to complete at least 40 ECTS credits abroad and have them recognized at your home institution.

Assuming this requirement is met, the monthly Erasmus+ financial support will depend on the host country's cost of living group. 

For a full-year exchange, you would receive 12 times the monthly amount for the respective group.

For Group 1 (high cost of living countries): 12 * 674 EUR = 8068 EUR per month.
For Group 2 (medium cost of living countries): 12 * 606 EUR = 7248 EUR per month.

However, please note that the first payment includes 80% of the basic Erasmus+ financial support, so you would receive 80% of these amounts.",0.1667,True,10,HALLUCINATED,"The model incorrectly calculates financial support for 12 months, directly contradicting the expected answer's maximum of 10 months. Additionally, the model makes a significant calculation error, presenting the total annual amount with ""per month"" units.",8.34
Q54,Can I stay abroad longer than the funded period?,"Yes. A student may stay on mobility longer, up to the Erasmus+ maximum period, but without financial support beyond the funding limits.","According to the provided sources, students can stay longer, up to 12 months, or up to 24 months for integrated study programmes if they have not yet used Erasmus+ mobility at the current study level, but without financial support beyond the funding limits.",0.4828,True,100,CORRECT,The model answer correctly states that a student can stay longer without funding and enhances the expected answer by providing specific details about the maximum duration.,9.32
Q55,What counts as the first day of Erasmus+ mobility?,"The first day is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.","The first day of mobility is the first day the student must be present at the host institution, such as the first lecture, welcome event, or language/intercultural course included in the Learning Agreement. It is not necessarily the day of arrival.",0.9825,True,100,CORRECT,"The model answer is identical to the expected answer, providing a complete and accurate definition of the first day of mobility.",7.96
Q56,What counts as the last day of Erasmus+ mobility?,"The last day is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.","The last day of mobility is the final day the student must be present at the host institution, such as the last lecture or exam. It is not necessarily the day of departure.",0.9778,True,100,CORRECT,"The model's answer is a verbatim match to the expected answer, correctly defining the last day of mobility and clarifying that it is not the departure date.",7.63
Q57,What is combined or blended mobility?,Combined or blended mobility means that physical mobility abroad is combined with a virtual mobility component. The virtual part is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,"According to the guidelines, blended mobility refers to a combination of a study period abroad with a virtual component at the receiving institution, either before, during, or after the physical mobility, to further enhance the learning outcomes.",0.3273,True,70,PARTIALLY_CORRECT,The model correctly defines the concept of blended mobility but omits the crucial information from the expected answer regarding Erasmus+ funding and status quota for the virtual component.,9.2
Q58,How long must I stay physically abroad in combined mobility to receive Erasmus+ funding?,"For combined mobility, the student must spend at least 2 continuous months physically abroad to be eligible for Erasmus+ financial support and additional grants.",At least 2 continuous months.,0.2857,True,85,PARTIALLY_CORRECT,"The model correctly states the minimum duration, but it omits the full context that this is a requirement to be eligible for Erasmus+ financial support.",10.09
Q59,Who is responsible for arranging accommodation?,The student is responsible for arranging accommodation. The University of Ljubljana is not responsible for housing issues.,"According to the information provided, arranging accommodation is the responsibility of each student.",0.32,True,100,CORRECT,The model provides a correct and concise answer that fully addresses the user's question.,13.87
Q60,What should I be careful about when searching for accommodation?,Students should be cautious because online accommodation scams are common. They should not transfer money in advance without verified information and without properly checking the accommodation.,"When searching for accommodation, please be cautious due to the prevalence of online scams. It's essential to verify the information and not transfer any money in advance without proper verification.",0.4615,True,100,CORRECT,"The model answer provides the same essential information as the expected answer, warning about online scams and advising against transferring money without proper verification.",8.26
Q61,Is OLS language assessment mandatory?,"In the UL financial support guidance, OLS is described as not mandatory but highly recommended. Some host universities may still require language proof, so students should follow the latest UL and host institution instructions.","According to the guidelines, OLS language assessment is not mandatory for all students. It's only required for students who haven't justified their exemption from taking it, such as native speakers or those with special needs.",0.2462,True,40,INCORRECT,"The model correctly states that the assessment is not always mandatory, but it incorrectly frames this as a requirement with specific exemptions and omits the crucial information that host universities may still require it.",10.48
Q62,Can the host university require a language certificate?,"Yes. Some host universities may require proof of language proficiency or certificates such as IELTS, TOEFL, Cambridge, or equivalent documents.","Some universities may still require certificates like IELTS, TOEFL, or Cambridge, but it's not explicitly stated that all host universities require a language certificate. It's best to check with the specific host institution for their requirements.",0.4314,True,100,CORRECT,"The model correctly answers the question, provides the same examples as the expected answer, and adds the helpful advice to check with the specific institution.",9.83
